見積書番号	購買依頼★	購買依頼明細	購買依頼_削除	購買発注★	購買発注_削除	仕入先	発注テキスト	金額	発注登録日	入庫日付	納入完了	入庫番号	TECO	CMPL	DLFL	タイプ	完成年	完成月	区分（出張・修理）	指図MRP管理者	受注/指図登録日	指図タイプ名称	指図or受注★	販売伝票★	品目コード	品目テキスト	数量	製品単価	受注金額	発注保管場所	納入日付	メモ	開始日	完成日	営業担当	件名	受注先	受注得意先発注番号
202570146001	0012722845	00010		4502417869		S01828	SIN20TG	0	20250804	00000000						会社間取引	2025	10	出張		20250801		346638-10	0000346638	ZSS1	SIN20TG	0	528000	528000	1910	20251012		00000000	00000000	山下 昌胤	ENEOSマテリアル向けSIN20TG　定	1101570001	42620-28330
202530264001	0012722874	00010		4502418112		S01828	PV-500K-42/44T-03 MVJ　年間保守契約Y	0	20250805	00000000						会社間取引	2025	10	出張		20250801		346661-10	0000346661	ZSS2	PV-500K-42/44T-03 MVJ　年間保守契約Y	0	50000	50000	1910	20251022		00000000	00000000	杉本 友樹	カルチャーパークあてるい第一太	1101703005	業務委託契約書
		00000						0	00000000	00000000						製造指図	2025	08	出張	C40	20250801	出張サービス	30031916	0000346698	ZSS	PV500K引取修理	1	100000	100000		20250831	ミツワ篠山太陽光 PV500KWPCS　主変圧器焼損　引取り修理作業	20250805	20250826	高木 俊樹	ミツワ篠山太陽光PV500K修理	1102328000	【N】20250801　カツラギ様
202570185001	0012722938	00010		4502418674		S01828	点検　PV-500K-42/44T-03 MVJ、10061561C02	0	20250807	00000000						会社間取引	2025	09	出張		20250801		346699-10	0000346699	ZSS2	点検　PV-500K-42/44T-03 MVJ、10061561C02	0	49515	49515	1910	20250902		00000000	00000000	宮本 敏行	JA下小池太陽光　マイクロスイッ	1101364000	業務委託契約書による
202580020001	0012723329	00010		4502418422		S01828	SCB3WF7-35-20KC(2EGL)	0	20250806	00000000						会社間取引	2026	10	出張		20250805		346795-20	0000346795	ZSS1	SCB3WF7-35-20KC(2EGL)	0	700000	700000	1910	20261014		00000000	00000000	西岡 義人	2EGL No.7X TOP めっき整流器更	1101301000	20250729-N
202580016001	0012723287	00010		4502418423		S01828	PV-250K-42/44T-03 MVJ	0	20250806	00000000						会社間取引	2025	08	出張		20250805		346796-10	0000346796	ZSS1	PV-250K-42/44T-03 MVJ	0	100000	100000	1910	20250825		00000000	00000000	高島 俊平	シーサイドひたちなか店	1102097000	【C】2025/08/05菅田様
202580021001	0012723313	00010		4502418424		S01828	KCAM4F7-40-800LSWT1左把手 他	0	20250806	00000000						会社間取引	2026	06	出張		20250805		346802-30	0000346802	ZSS1	KCAM4F7-40-800LSWT1左把手 他	0	600000	600000	1910	20260615		00000000	00000000	小山 祐一	ヒーター電源盤（V22）	1100697001	1739441501
202580009001	0012723374	00010		4502418425		S01828	SCB6WF7-22-22KSVC×2HP 他試運転	0	20250806	00000000						会社間取引	2026	01	出張		20250805		346850-10	0000346850	ZSS1	SCB6WF7-22-22KSVC×2HP 他試運転	0	1000000	1000000	1910	20260105		00000000	00000000	松谷 大輔	三協射水5棟陽極No3、4	1100559000	2025/08/05
202580022001	0012723398	00010		4502418426		S01828	SCA4F7-12-6KC大阪出張サービス	0	20250806	00000000						会社間取引	2025	08	出張		20250805		346864-10	0000346864	ZSS1	SCA4F7-12-6KC大阪出張サービス	0	10000	10000	1910	20250822		00000000	00000000	岡田 将利	セントラル硝子　宇部工場　GPP3	1100110000	【Z】2025/8/5　品川様
202580030001	0012723590	00010		4502418670		S01828	MRS-30030A ｱｻﾋ大阪出張サービス	0	20250807	00000000						会社間取引	2025	09	出張		20250806		346871-10	0000346871	ZSS1	MRS-30030A ｱｻﾋ大阪出張サービス	0	240000	240000	1910	20250926		00000000	00000000	岩野 達也	旭金属 岐阜安八西工場 MRS30030	1100002000	A0325356
202580037001	0012723624	00010		4502418671		S01828	PV-250K-42/44T-03 MVJ 他	0	20250807	00000000						会社間取引	2026	01	出張		20250806		346883-10	0000346883	ZSS1	PV-250K-42/44T-03 MVJ 他	0	60000	60000	1910	20260107		00000000	00000000	高島 俊平	入来カオリン定期点検	1102754000	【C】2025/08/06徳田様年間保守
202570112-002	0012723627	00010		4502418672		S01828	KTA4W2-20-3000C 長春常熟試運転	0	20250807	00000000						会社間取引	2025	09	出張		20250806		346888-10	0000346888	ZSS1	KTA4W2-20-3000C 長春常熟試運転	0	940000	940000	1910	20250912		00000000	00000000	小田 慎	長春常熟	1200044000	202570112-002
202520158001	0012723711	00010		4502419126		S01828	修理GGM-32-B-Y	0	20250808	00000000						会社間取引	2025	12	出張		20250806		346900-10	0000346900	ZSS2	修理GGM-32-B-Y	0	569700	569700	1910	20251212		00000000	00000000	石田 陽一	陸自守山駐屯地～INVゲート基板	1101516000	1698342-1GCG/GCG1042
202570085001	0012723834	00010		4502419168		S01828	MRT-10010B修理	0	20250808	00000000		49659S				会社間取引	2025	10	修理		20250807		346931-10	0000346931	ZSH1	MRT-10010B修理	0	338000	338000	1910	20251015		00000000	00000000	渡邉 健太	西出鍍金所 MRT-10010B引取り	1100508000	2025/8/7　春田様
202520190001	0012723836	00010		4502419169		S01828	HKD-15100GU引取修理(49492S)	0	20250808	00000000		49492S				会社間取引	2025	12	修理		20250807		346932-10	0000346932	ZSH1	HKD-15100GU引取修理(49492S)	0	363000	363000	1910	20251219		00000000	00000000	泉谷 和義	MSTY	1100810000	15527513
202520197001	0012723840	00010		4502419170		S01828	HKD-15200GU引取修理(49498S)	0	20250808	00000000		49498S				会社間取引	2025	12	修理		20250807		346933-10	0000346933	ZSH1	HKD-15200GU引取修理(49498S)	0	335000	335000	1910	20251219		00000000	00000000	泉谷 和義	MSTY	1100810000	15527515
202560018001	0012723852	00010		4502419167		S01828	ECB6F6-400-1100SVL     40 他	0	20250808	00000000						会社間取引	2025	08	出張		20250807		346934-10	0000346934	ZSS1	ECB6F6-400-1100SVL     40 他	0	10000	10000	1910	20250828		00000000	00000000	八十島 陽	トヨタフィリピン（TMP）老朽化	1100955000	21-10-A-1301
202520199001	0012723853	00010		4502419171		S01828	HKD-15200GU引取修理(49500S)	0	20250808	00000000		49500S				会社間取引	2025	10	修理		20250807		346935-10	0000346935	ZSH1	HKD-15200GU引取修理(49500S)	0	96000	96000	1910	20251003		00000000	00000000	泉谷 和義	MSTY	1100810000	15527514
202570086001	0012724340	00010					HKD-40120GU修理(49660S)	0	00000000	00000000						会社間取引	2025	12	修理		20250808		347003-10	0000347003	ZSH1	HKD-40120GU修理(49660S)	0	344000	344000		20251203		00000000	00000000	松谷 大輔	出雲村田	1102494000	IM6H83604
202580006001	0012724364	00010					点検 SFST75SG、製造番号:40014892G他	0	00000000	00000000						会社間取引	2025	10	出張		20250808		347030-10	0000347030	ZSS2	点検 SFST75SG、製造番号:40014892G他	0	960000	960000		20251002		00000000	00000000	鈴木 琢磨	【定期点検】浮島処理センター直	1102084000	第5072003446号
202570042001	0012724402	00010					SFST75SGD-500MSPV4勿来 他	0	00000000	00000000						会社間取引	2026	05	出張		20250808		347036-10	0000347036	ZSS1	SFST75SGD-500MSPV4勿来 他	0	750000	750000		20260512		00000000	00000000	西岡 義人	2026年度　福島復興電源プロジェ	1101480013	4706221559
