見積書番号	購買依頼★	購買依頼明細	購買依頼_削除	購買発注★	購買発注_削除	仕入先	発注テキスト	金額	発注登録日	入庫日付	納入完了	入庫番号	TECO	CMPL	DLFL	タイプ	完成年	完成月	区分（出張・修理）	指図MRP管理者	受注/指図登録日	指図タイプ名称	指図or受注★	販売伝票★	品目コード	品目テキスト	数量	製品単価	受注金額	発注保管場所	納入日付	メモ	開始日	完成日	営業担当	件名	受注先	受注得意先発注番号
202470262001	0012653136	00010		4502346392		S01828	KTA2F-7-3400C(5-20Hz)　試運転	0	20240802	00000000						会社間取引	2025	08	出張		20240729		334031-20	0000334031	ZSS2	KTA2F-7-3400C(5-20Hz)　試運転	0	800000	800000	1910	20250818		00000000	00000000	植松 純一	ケミコン高萩LE10試作機	1100623000	【貸】2471745
2024C0064001	0012679032	00010		4502373819		S01828	SKS20-50MSP ﾚﾝｺﾞｰ金津	0	20241212	00000000						会社間取引	2025	08	出張		20240731		334100-30	0000334100	ZSS1	SKS20-50MSP ﾚﾝｺﾞｰ金津	0	430000	430000	1910	20250822		00000000	00000000	高木 俊樹	レンゴー株式会社 金津工場CGS設	1100516000	O24-1753
202330250001	0012654400	00010		4502348749		S01828	点検N-PP-637-015T6 海自大湊	0	20240819	00000000						会社間取引	2025	09	出張		20240802		334236-10	0000334236	ZSS2	点検N-PP-637-015T6 海自大湊	0	1548900	1548900	1910	20250919		00000000	00000000	石田 陽一	【定修+α】海自大湊航空基地～	1101516000	1535153-1GCG/GCG1031
202480079001	0012655470	00010		4502347890		S01828	SFST30SGB-100MSP 東京製鐵	0	20240808	00000000						会社間取引	2025	08	出張		20240807		334363-30	0000334363	ZSS1	SFST30SGB-100MSP 東京製鐵	0	300000	800000	1910	20250819		00000000	00000000	高木 俊樹	東京製鐵（株）岡山工場向け無停	1101639000	655A3000153002.28380
202480127001	0012656745	00010		4502354945		S01828	PV-250K-42/44T-03 MVJ	0	20240912	00000000						会社間取引	2025	08	出張		20240820		334567-10	0000334567	ZSS1	PV-250K-42/44T-03 MVJ	0	12500	12500	1910	20250820		00000000	00000000	高島 俊平	西山建材　年間保守契約	1102279000	業務委託契約書による
202480184001	0012658539	00010		4502351246		S01828	PV-250K-42/44T-03 MVJ	0	20240828	00000000						会社間取引	2026	03	出張		20240827		334791-10	0000334791	ZSS1	PV-250K-42/44T-03 MVJ	0	100000	100000	1910	20260325		00000000	00000000	高島 俊平	いなべ市春日井燃料発電所	1102116000	【C】2024/08/26高橋様
202490005001	0012660354	00010		4502355189		S01828	KC4F7-16-7000VC 試運転	0	20240913	00000000						会社間取引	2025	11	出張		20240903		335099-10	0000335099	ZSS2	KC4F7-16-7000VC 試運転	0	600000	600000	1910	20251110		00000000	00000000	山下 和明	E系電槽用整流器No.５・６・１０	1100003000	2024085HSR
202490008001	0012660392	00010		4502355192		S01828	SFST30TGB-100MSP（Aｴﾘｱ） 他　試運転	0	20240913	00000000						会社間取引	2026	10	出張		20240903		335116-70	0000335116	ZSS2	SFST30TGB-100MSP（Aｴﾘｱ） 他　試運転	0	2000000	2000000	1910	20261001		00000000	00000000	山下 和明	子安地熱(株)　かたつむり山発電	1102165000	6022402047
2024A0014001	0012666161	00010		4502359443		S01828	SKS20-50MSP（屋外盤）　試運転	0	20241007	00000000						会社間取引	2025	09	出張		20240905		335225-30	0000335225	ZSS2	SKS20-50MSP（屋外盤）　試運転	0	600000	600000	1910	20250905		00000000	00000000	坂本 英彰	郡山市向け直流電源装置（制御・	1100147000	EHC000983748-009122
202490161001	0012664764	00010		4502357394		S01828	SFST20SGB1-100MSP_東大阪 他	0	20240926	00000000						会社間取引	2030	10	出張		20240925		335843-70	0000335843	ZSS1	SFST20SGB1-100MSP_東大阪 他	0	1000000	1000000	1910	20301001		00000000	00000000	高木 俊樹	【東大阪】ごみ処理施設（第六工	1101297000	4200851041
202490162001	0012665012	00010		4502357741		S01828	SFST40SGB-200MSP_大阪鶴見 他	0	20240927	00000000						会社間取引	2028	07	出張		20240926		335854-70	0000335854	ZSS1	SFST40SGB-200MSP_大阪鶴見 他	0	1000000	1000000	1910	20280714		00000000	00000000	高木 俊樹	鶴見工場建替・運転委託事業（大	1101297000	4200851136
202490200001	0012665600	00010		4502358442		S01828	SCB3F12-750-6000C　試運転	0	20241001	00000000						会社間取引	2025	11	出張		20240930		335957-20	0000335957	ZSS2	SCB3F12-750-6000C　試運転	0	800000	800000	1910	20251120		00000000	00000000	佐藤 清志	東芝京浜/励磁電源	1102532000	【貸】4706694001
202490214001	0012665651	00010		4502359446		S01828	SCB6WF7-60-20KC 他	0	20241007	00000000						会社間取引	2025	12	出張		20240930		335960-50	0000335960	ZSS2	SCB6WF7-60-20KC 他	0	1360000	1360000	1910	20251225		00000000	00000000	佐藤 清志	日本電解3、4号	1101138001	24090457、24090458
202480098001	0012665652	00010		4502358336		S01828	SIT15SGD/SKS200-300MSP	0	20241001	00000000						会社間取引	2026	12	出張		20240930		335987-10	0000335987	ZSS1	SIT15SGD/SKS200-300MSP	0	440000	440000	1910	20261215		00000000	00000000	坂村 健太	足利市クリーンセンター	1100795001	4500569301
202490217001	0012665658	00010		4502358338		S01828	SFST15SGB-100MSP	0	20241001	00000000						会社間取引	2025	12	出張		20240930		335989-30	0000335989	ZSS1	SFST15SGB-100MSP	0	900000	900000	1910	20251210		00000000	00000000	坂村 健太	日本製鉄君津6号高炉送風機設備	1100347000	7463605-49P05015
202490225001	0012665669	00010		4502358344		S01828	E323-990P6WF	0	20241001	00000000						会社間取引	2026	01	出張		20240930		335995-10	0000335995	ZSS1	E323-990P6WF	0	1472000	1472000	1910	20260119		00000000	00000000	馬場 正文	E323-990P6WF　試運転	1101122001	K25-052862
202550057001	0012706348	00010		4502400797		S01828	SCAM4F7-18-5KSVCPR	0	20250514	00000000						会社間取引	2025	11	出張		20241001		336009-30	0000336009	ZSS1	SCAM4F7-18-5KSVCPR	0	900000	900000	1910	20251125		00000000	00000000	小山 祐一	東洋鋼鈑　2NTLクリーナー	1101592003	CMV45
202550057001		00000						0	00000000	00000000						製造指図	2025	11	出張	S10	20241001	出張サービス	30031902	0000336009	ZSS	SCAM4F7-18-5KSVCPR	1	100000	100000		20251125		20260209	20260209	小山 祐一	東洋鋼鈑　2NTLクリーナー	1101592003	CMV45
202490215001	0012667033	00010		4502363167		S01828	ECB3F6-400-1500LSV出張修理	0	20241025	00000000						会社間取引	2025	07	出張		20241008		336262-10	0000336262	ZSS2	ECB3F6-400-1500LSV出張修理	0	1681500	1681500	1910	20250719		00000000	00000000	泉谷 和義	三菱ふそうﾄﾗｯｸﾊﾞｽ株式会社	1100955005	08-10-A-1543-00/08-3
2024A0073001	0012679445	00010		4502373826		S01828	KTA4F6-1000-1000SCVPR400K 他	0	20241212	00000000						会社間取引	2026	03	出張		20241021		336672-30	0000336672	ZSS1	KTA4F6-1000-1000SCVPR400K 他	0	1000000	1000000	1910	20260314		00000000	00000000	高木 俊樹	400ｋＷＦＣＳ 49号棟＃32	1102016000	4512268319 00030
2024A0074001	0012679563	00010		4502373828		S01828	KTA4F6-1000-1000SCVPR200K 他	0	20241212	00000000						会社間取引	2026	02	出張		20241021		336673-30	0000336673	ZSS1	KTA4F6-1000-1000SCVPR200K 他	0	1000000	1000000	1910	20260205		00000000	00000000	高木 俊樹	200ｋＷＦＣＳ 49号棟＃30	1102016000	4512268319 00020
2024A0075001	0012679578	00010		4502373829		S01828	KTA4F6-1000-1000SCVPR200K 他	0	20241212	00000000						会社間取引	2025	12	出張		20241021		336674-30	0000336674	ZSS1	KTA4F6-1000-1000SCVPR200K 他	0	1000000	1000000	1910	20251220		00000000	00000000	高木 俊樹	200ｋＷＦＣＳ 82号棟＃2	1102016000	4512268319 00010
		00000						0	00000000	00000000						製造指図	2024	10	出張	S10	20241021	出張サービス	30031856	0000336685	ZSS	蓄電池監視装置　検証用賃貸料	1	145323	145323		20241031		20241031	20250804	坂本 英彰	蓄電池監視装置　検証用賃貸料	1102203001	703020010020230030
2024A0327001	0012671054	00010		4502364651		S01828	ANA4F-30-3000/6000P　出張点検	0	20241101	00000000						会社間取引	2025	09	出張		20241029		336987-10	0000336987	ZSS2	ANA4F-30-3000/6000P　出張点検	0	334000	334000	1910	20250902		00000000	00000000	泉谷 和義	日広実業　SHA-7BOX改造	1102271000	6-1(旧8-1)
2024A0291001	0012671073	00010		4502364654		S01828	工事AUD30N-A5-1-11空自三沢	0	20241101	00000000						会社間取引	2025	11	出張		20241029		337012-30	0000337012	ZSS2	工事AUD30N-A5-1-11空自三沢	0	3400000	3400000	1910	20251105		00000000	00000000	石田 陽一	空自三沢基地～三沢管制隊（仕：	1101516000	【貸】1584161-1GAG/GAG1
2024B0240001	0012677101	00010		4502370749		S01828	SIT15SGD/SKS200-200MSPﾂﾙｶ	0	20241202	00000000						会社間取引	2026	08	出張		20241129		338093-50	0000338093	ZSS1	SIT15SGD/SKS200-200MSPﾂﾙｶ	0	600000	600000	1910	20260807		00000000	00000000	高木 俊樹	敦賀市新清掃センター整備・運営	1100186000	4200874829
2024C0036001	0012678311	00010		4502375359		S01828	SCA26-60/100-135VC（屋外)  試運転	0	20241219	00000000						会社間取引	2026	01	出張		20241203		338190-20	0000338190	ZSS2	SCA26-60/100-135VC（屋外)  試運転	0	750000	750000	1910	20260130		00000000	00000000	山下 和明	㈱宮木電機製作所～レゾナック	1100022001	【貸】019016699-1、2、3
2024A0339001	0012677820	00010		4502372264		S01828	SCA2F6-180-944　試運転	0	20241209	00000000						会社間取引	2025	08	出張		20241203		338231-10	0000338231	ZSS2	SCA2F6-180-944　試運転	0	181660	181660	1910	20250808		00000000	00000000	植松 純一	日立製作所（大みか）　RioLindo	1101293006	DK6994
2024C0020001	0012678024	00010		4502371806		S01828	BPV-500K-42T-13-S NAS 他	0	20241205	00000000						会社間取引	2025	05	出張		20241204		338279-10	0000338279	ZSS1	BPV-500K-42T-13-S NAS 他	0	3000000	3000000	1910	20250513		00000000	00000000	高島 俊平	アマゾン　名古屋	1102755000	424000981560
2024C0074001	0012679558	00010		4502373830		S01828	KTA4F6-1000-1000SCVPR400K 他	0	20241212	00000000						会社間取引	2026	04	出張		20241211		338487-10	0000338487	ZSS1	KTA4F6-1000-1000SCVPR400K 他	0	150000	150000	1910	20260417		00000000	00000000	高木 俊樹	【取扱説明】本田技術研究所_400	1102016000	4512262718 00020
2024C0075001	0012679570	00010		4502373831		S01828	KTA4F6-1000-1000SCVPR200K 他	0	20241212	00000000						会社間取引	2026	04	出張		20241211		338488-10	0000338488	ZSS1	KTA4F6-1000-1000SCVPR200K 他	0	150000	150000	1910	20260417		00000000	00000000	高木 俊樹	【取扱説明】本田技術研究所_200	1102016000	4512262718 00030
2024C0076001	0012679583	00010		4502373832		S01828	KTA4F6-1000-1000SCVPR200K 他	0	20241212	00000000						会社間取引	2026	04	出張		20241211		338491-10	0000338491	ZSS1	KTA4F6-1000-1000SCVPR200K 他	0	150000	150000	1910	20260417		00000000	00000000	高木 俊樹	【取扱説明】本田技術研究所_200	1102016000	4512262718 00010
2024C0105001	0012680862	00010		4502375373		S01828	KTA4F6-850-1600SVCPR 1000	0	20241219	00000000						会社間取引	2025	06	出張		20241213		338592-10	0000338592	ZSS1	KTA4F6-850-1600SVCPR 1000	0	8800000	8800000	1910	20250617		00000000	00000000	山下 昌胤	三菱重工（長崎）艦船用充放電装	1102707000	J24032801
2024C0136001	0012681439	00010		4502375377		S01828	SIT15SGD/SKS200-200MSP	0	20241219	00000000						会社間取引	2026	01	出張		20241217		338670-40	0000338670	ZSS1	SIT15SGD/SKS200-200MSP	0	900000	900000	1910	20260116		00000000	00000000	高木 俊樹	品川清掃工場　廃棄物焼却技術の	1101297000	4200882679
2024C0228001	0012682818	00010		4502377065		S01828	SKS50TP-100MSP 他　試運転	0	20250107	00000000						会社間取引	2025	10	出張		20241226		339024-30	0000339024	ZSS2	SKS50TP-100MSP 他　試運転	0	750000	750000	1910	20251001		00000000	00000000	山下 和明	JFEスチール（株）千葉	1101592000	【貸】CNY77
2024C0231001	0012682822	00010		4502376622		S01828	SIT2SGD/SKS40-50MSP屋外盤	0	20241227	00000000						会社間取引	2026	01	出張		20241226		339031-10	0000339031	ZSS1	SIT2SGD/SKS40-50MSP屋外盤	0	400000	400000	1910	20260109		00000000	00000000	西岡 義人	桂川右岸流域下水道雨水北幹線	1101088000	326516800/XK24-0175
2024C0227001	0012682823	00010		4502376623		S01828	SKS10-50MSP(屋外盤)雨NO.1	0	20241227	00000000						会社間取引	2026	01	出張		20241226		339032-10	0000339032	ZSS1	SKS10-50MSP(屋外盤)雨NO.1	0	400000	400000	1910	20260109		00000000	00000000	西岡 義人	桂川右岸流域下水道雨水北幹線	1101088000	326516800/XK24-0175
2024C0229001	0012682824	00010		4502376624		S01828	SKS10-50MSP(屋外盤)寺戸4	0	20241227	00000000						会社間取引	2026	01	出張		20241226		339033-10	0000339033	ZSS1	SKS10-50MSP(屋外盤)寺戸4	0	400000	400000	1910	20260109		00000000	00000000	西岡 義人	桂川右岸流域下水道雨水北幹線	1101088000	326516800/XK24-0175
2024C0234001	0012682825	00010		4502376625		S01828	SIT2SGD/SYS25-150MSE乙訓	0	20241227	00000000						会社間取引	2026	01	出張		20241226		339034-10	0000339034	ZSS1	SIT2SGD/SYS25-150MSE乙訓	0	400000	400000	1910	20260109		00000000	00000000	西岡 義人	桂川右岸流域下水道雨水北幹線	1101088000	326516800/XK24-0175
2024C0232001	0012682826	00010		4502376626		S01828	SKS10-50MSP 屋外型	0	20241227	00000000						会社間取引	2026	01	出張		20241226		339035-10	0000339035	ZSS1	SKS10-50MSP 屋外型	0	200000	200000	1910	20260109		00000000	00000000	西岡 義人	桂川右岸流域下水道雨水北幹線	1101088000	326516800/XK24-0175
2024C0233001	0012682828	00010		4502376627		S01828	SKS10-50MSP 屋外型	0	20241227	00000000						会社間取引	2026	01	出張		20241226		339036-10	0000339036	ZSS1	SKS10-50MSP 屋外型	0	200000	200000	1910	20260109		00000000	00000000	西岡 義人	桂川右岸流域下水道雨水北幹線	1101088000	326516800/XK24-0175
202530193001	0012721373	00010		4502417857		S01828	試運転 :SCB6F7-130-8.5KCX2、40162557	0	20250804	00000000						会社間取引	2026	04	出張		20250110		339331-20	0000339331	ZSS2	試運転 :SCB6F7-130-8.5KCX2、40162557	0	500000	500000	1910	20260410		00000000	00000000	鈴木 琢磨	アサカ理研向け電解装置	1102255000	4500334789-001
202510062001	0012685697	00010		4502379514		S01828	SOS100 改造	0	20250121	00000000						会社間取引	2025	11	出張		20250120		339662-20	0000339662	ZSS2	SOS100 改造	0	193000	193000	1910	20251113		00000000	00000000	杉本 友樹	関西電力野尻発電所	1102197000	5300108081
202510061001	0012685698	00010		4502379512		S01828	SOS120　改造	0	20250121	00000000						会社間取引	2025	11	出張		20250120		339667-20	0000339667	ZSS2	SOS120　改造	0	190000	190000	1910	20251112		00000000	00000000	杉本 友樹	関西電力神野発電所	1102197000	5300108082
202510063001	0012685699	00010		4502379516		S01828	SOS30　改造	0	20250121	00000000						会社間取引	2025	11	出張		20250120		339669-20	0000339669	ZSS2	SOS30　改造	0	195000	195000	1910	20251114		00000000	00000000	杉本 友樹	関西電力千種発電所	1102197000	5300108083
202510145001	0012686633	00010		4502383966		S01828	工事AU40N-A7-11-21空自硫黄島	0	20250212	00000000						会社間取引	2025	11	出張		20250124		339865-30	0000339865	ZSS2	工事AU40N-A7-11-21空自硫黄島	0	9000000	9000000	1910	20251110		00000000	00000000	石田 陽一	空自硫黄島基地～基地業務隊（仕	1101516000	【貸】1630914-1GAG/GAG1
202510188001	0012687410	00010		4502383968		S01828	SFT10SGD-100FVHV1 試運転 　西SSS	0	20250212	00000000						会社間取引	2025	05	出張		20250128		339985-10	0000339985	ZSS2	SFT10SGD-100FVHV1 試運転 　西SSS	0	400000	400000	1910	20250531		00000000	00000000	杉本 友樹	ティーエムエアー４AS　試運転作	1102336000	0004862961
2024C0180001	0012687578	00010		4502381327		S01828	SFST75SGD-500MSPV4広野 他	0	20250130	00000000						会社間取引	2025	10	出張		20250129		340035-10	0000340035	ZSS1	SFST75SGD-500MSPV4広野 他	0	669000	669000	1910	20251007		00000000	00000000	西岡 義人	広野IGCC向けCVCF,充電器　2025	1101480013	4706129122
202510106001	0012687736	00010		4502381501		S01828	SFST20SG ﾐﾂｲｶｶﾞｸｵｵﾑﾀMTI	0	20250131	00000000						会社間取引	2025	07	出張		20250130		340052-10	0000340052	ZSS1	SFST20SG ﾐﾂｲｶｶﾞｸｵｵﾑﾀMTI	0	1400000	1400000	1910	20250702		00000000	00000000	蔭山 聡	三井化学　大牟田工場　ジノテフ	1101493000	B25002956-1
202510242001	0012687813	00010		4502381502		S01828	PV-49.9K20T-13 MVJ Type84	0	20250131	00000000						会社間取引	2025	08	出張		20250130		340089-10	0000340089	ZSS1	PV-49.9K20T-13 MVJ Type84	0	880000	880000	1910	20250801		00000000	00000000	八十島 陽	日本電気保安　東光寺	1102565000	2025/01/30
