内部指図番号	テキスト	ステータス	登録日	指図タイプ	登録者	利益センタ	リリース済日	登録時刻
0I1810061	三光㈱　荒尾工場	DLFL	20181029	ZE10	PP1115	P716103	20181029	141550	
0I1810062	クリーンおしまUPS更新	DLFL	20181102	ZE10	PP1115	P716103	20181102	152012	
0I1810063	高砂市東播臨界ごみ処理	CMPL	20181102	ZE10	PP1115	P716103	20181102	152029	
0I1811001	ジャパンディスプレイ	DLFL	20181102	ZE10	PP1115	P716103	20181102	152044	
0I1811002	ベトナムテレコミュニケータ	DLFL	20181106	ZE10	PP1115	P716103	20181106	155958	
0I1811003	JXTG堺製油所	CMPL	20181113	ZE10	PP1115	P716103	20181113	092953	
0I1811004	JXTG堺製油所	CMPL	20181113	ZE10	PP1115	P716103	20181113	093004	
0I1811007	加古川下流浄化センター	CMPL	20181113	ZE10	PP1115	P716103	20181113	093018	
0I1811008	出光興産㈱徳山事業所　第二製品	CMPL	20181112	ZE10	PP1115	P716103	20181112	134205	
0I1811009	出光興産㈱徳山事業所　用役変電所	CMPL	20181112	ZE10	PP1115	P716103	20181112	134221	
0I1811010	鶴岡市ごみ焼却施設	CMPL	20181112	ZE10	PP1115	P716103	20181112	134253	
0I1811014	飽の浦トンネル	DLFL	20181115	ZE10	PP1115	P716103	20181115	152147	
0I1811015	伏木万葉埠頭バイオマスハウ電	CMPL	20181115	ZE10	PP1115	P716103	20181115	152205	
0I1811016	JERA姉ヶ崎	CMPL	20181115	ZE10	PP1115	P716103	20181115	152312	
0I1811017	水島ステーション　LPG設備４MPa化増強工事	DLFL	20181115	ZE10	PP1115	P716103	20181115	152326	
0I1811018	村野浄水場	DLFL	20181119	ZE10	PP1115	P716103	20181119	144147	
0I1811019	新日鐵住金室蘭	CMPL	20181214	ZE10	PP1115	P716103	20181214	170417	
0I1811022	空自土佐清水通信隊	CMPL	20181120	ZE10	PP1115	P716103	20181120	161025	
0I1811023	空自第15警戒隊（福江島）	CMPL	20181120	ZE10	PP1115	P716103	20181120	161037	
0I1811024	昭和四日市石油	CMPL	20181122	ZE10	PP1115	P716103	20181122	135411	
0I1811025	ＡＧＣ(株)千葉　ＭＯ２０ＰＪ	CMPL	20181122	ZE10	PP1115	P716103	20181122	135425	
0I1811026	ＡＧＣ(株)千葉　ＭＯ２０ＰＪ	CMPL	20181122	ZE10	PP1115	P716103	20181122	135439	
0I1811027	三陽地方Ｘ社	CMPL	20181122	ZE10	PP1115	P716103	20181122	135454	
0I1811028	日新製鋼呉100kVA150kVAトランス	DLFL	20181122	ZE10	PP1115	P716103	20181122	135509	
0I1811030	横須賀火力発電所	CMPL	20181127	ZE10	PP1115	P716103	20181127	121837	
0I1811031	中越パルプ工業	CMPL	20181127	ZE10	PP1115	P716103	20181127	121855	
0I1811032	長岡京市今里雨水ポンプ場	CMPL	20181214	ZE10	PP1115	P716103	20181214	092616	
0I1811033	鬼首地熱発電所	CMPL	20181127	ZE10	PP1115	P716103	20181127	121910	
0I1811034	クリーンピア射水	DLFL	20181129	ZE10	PP1115	P716103	20181129	135915	
0I1811035	三井化学（株）大阪	CMPL	20181129	ZE10	PP1115	P716103	20181129	135933	
0I1811038	市立大洲市民病院	DLFL	20181129	ZE10	PP1115	P716103	20181129	135950	
0I1811039	伏見配電営業所	CMPL	20181129	ZE10	PP1115	P716103	20181129	140007	
0I1812001	中国電力三隅発電所	CMPL	20181211	ZE10	PP1115	P716103	20181211	100610	
0I1812003	宮崎空港改造	DLFL	20181211	ZE10	PP1115	P716103	20181211	100639	
0I1812005	JAXA種子島	CMPL	20181211	ZE10	PP1115	P716103	20181211	100715	
0I1812007	JR東日本千手発電所UPS	DLFL	20181211	ZE10	PP1115	P716103	20181211	100830	
0I1812009	コベルコ鋼管(株)向け当社製既設更新案件	CMPL	20181211	ZE10	PP1115	P716103	20181211	100842	
0I1812010	コベルコ鋼管(株)向け当社製既設更新案件	CMPL	20181211	ZE10	PP1115	P716103	20181211	100857	
0I1812011	日野市クリーンセンター	CMPL	20181211	ZE10	PP1115	P716103	20181211	100930	
0I1812013	 野田バイオマス防塵構造改造	CMPL	20181221	ZE10	PP1115	P716104	20181221	140831	
0I1812015	信州大学医学部付属病院	CMPL	20181219	ZE10	PP1115	P716103	20181219	115812	
0I1812016	JXTG堺製油所	DLFL	20181221	ZE10	PP1115	P716103	20181221	140753	
0I1812017	JXTG堺製油所	DLFL	20181221	ZE10	PP1115	P716103	20181221	140811	
0I1812018	NEXCO新潟/上越管理事務所	CMPL	20181214	ZE10	PP1115	P716103	20181214	170325	
0I1812020	木地山地熱発電所	CMPL	20181214	ZE10	PP1115	P716103	20181214	170402	
0I1812021	国立研究開発法人理化学研究所 SFST10TGB-50MSP	DLFL	20181225	ZE10	PP1007	P716103	20181225	144937	
0I1812022	三井化学㈱　大牟田工場 LHM65-12 180セル（30個）	DLFL	20181225	ZE10	PP1007	P716103	20181225	144952	
0I1812024	蓄電池双方向インバータ	DLFL	20181227	ZE10	PP1115	P716103	20181227	163426	
0I1812025	JFE倉敷7CC	CMPL	20181227	ZE10	PP1115	P716103	20181227	163444	
0I1812026	三井化学㈱　大牟田工場	DLFL	20181227	ZE10	PP1115	P716103	20181227	163515	
0I1812028	空自 奄美王島分屯基地	CMPL	20181228	ZE10	PP1115	P716103	20181228	132540	
0I1812030	日新電装	CMPL	20181228	ZE10	PP1115	P716103	20181228	132550	
0I1901002	市立大洲市民病院	CMPL	20190109	ZE10	PP1115	P716103	20190109	142438	
0I1901009	田辺中央病院	CMPL	20190122	ZE10	PP1115	P716103	20190122	160743	
0I1901010	京浜工場7号	DLFL	20190121	ZE10	PP1115	P716103	20190121	165359	
0I1901013	南阿蘇湯の谷地熱発電	CMPL	20190121	ZE10	PP1115	P716103	20190121	165419	
0I1901015	ＬＭバックアップ用	DLFL	20190121	ZE10	PP1115	P716103	20190121	165437	
0I1901016	清水LNG 50kVA 主電気室	CMPL	20190121	ZE10	PP1115	P716103	20190121	165511	
0I1901019	多摩川電気～品川エネルギーセンター	CMPL	20190121	ZE10	PP1115	P716103	20190121	165529	
0I1901021	大阪航空局今の山ARSR	CMPL	20190212	ZE10	PP1115	P716103	20190212	114804	
0I1901022	淀川製鋼所酸洗電気室	CMPL	20190130	ZE10	PP1115	P716103	20190130	170517	
0I1901023	淀川製鋼所2RM電気室	CMPL	20190130	ZE10	PP1115	P716103	20190130	170530	
0I1901024	住友金属鉱山　東予工場	DLFL	20190121	ZE10	PP1115	P716103	20190121	165723	
0I1901025	トーエネック様向け500kW自立型	DLFL	20190121	ZE10	PP1115	P716103	20190121	165744	
0I1901026	ワールド本社ビル	CMPL	20190121	ZE10	PP1115	P716103	20190121	165800	
0I1901028	広島市健診センター	CMPL	20190201	ZE10	PP1007	P716103	20190201	085634	
0I1901029	蓄電池盤16kWh	CMPL	20190125	ZE10	PP1115	P716103	20190125	162136	
0I1901030	大王製紙㈱四国本社	CMPL	20190125	ZE10	PP1115	P716103	20190125	162151	
0I1901031	鹿児島県ごみ処理施設用	CMPL	20190214	ZE10	PP1115	P716104	20190214	155518	
0I1901032	日立勝田/Jプロ	CMPL	20190205	ZE10	PP1115	P716103	20190205	134637	
0I1901033	豊川市宝飯衛生組合ごみ焼却更新	CMPL	20190205	ZE10	PP1115	P716103	20190205	134702	
0I1901035	菊池環境保全組合	CMPL	20190527	ZE10	PP1007	P716103	20190527	095847	
0I1901037	東京大田工場第一工場再稼働工事	DLFL	20190205	ZE10	PP1115	P716103	20190205	134720	
0I1901038	滝沢・雫石環境組合清掃センター	CMPL	20190205	ZE10	PP1115	P716103	20190205	134815	
0I1901039	光ヶ丘清掃工場	CMPL	20190218	ZE10	PP1115	P716103	20190218	104001	
0I1901040	東海カーボン(株)九州若松工場向けUPS更新	CMPL	20190205	ZE10	PP1115	P716103	20190205	134835	
0I1901041	東海カーボン(株)九州若松工場向けUPS更新	CMPL	20190205	ZE10	PP1115	P716103	20190205	134853	
0I1901042	東京大田工場第一工場再稼働工事	CMPL	20190925	ZE10	PP1115	P716103	20190925	085008	
0I1902002	住友金属鉱山　東予	CMPL	20190205	ZE10	PP1115	P716103	20190205	135000	
0I1902003	K&DF殿　無停電電源装置更新	CMPL	20190205	ZE10	PP1115	P716103	20190205	135015	
0I1902004	いすゞ自動車栃木工場蓄電池クラック対応（100kVA）	CMPL	20190205	ZE10	PP1115	P716103	20190205	135035	
0I1902005	いすゞ自動車栃木工場蓄電池クラック対応（20kVA）	CMPL	20190205	ZE10	PP1115	P716103	20190205	135051	
0I1902006	いすゞ自動車栃木工場蓄電池クラック対応（7.5kVA）	CMPL	20190205	ZE10	PP1115	P716103	20190205	135110	
0I1902007	海自小松島航空基地（第24航空隊）	CMPL	20190205	ZE10	PP1115	P716103	20190205	135129	
0I1902008	東北電力㈱能代火力1号	DLFL	20190207	ZE10	PP1115	P716103	20190207	170811	
0I1902009	国内東北某所	CMPL	20190207	ZE10	PP1115	P716103	20190207	170842	
0I1902010	AGC鹿島工場	DLFL	20190207	ZE10	PP1115	P716103	20190207	170859	
0I1902011	パナソニックAIS	DLFL	20190207	ZE10	PP1115	P716103	20190207	170915	
0I1902012	九州地方整備局　丸目TN	CMPL	20190207	ZE10	PP1115	P716103	20190207	170929	
0I1902013	九州地方整備局　芳ノ元TN	CMPL	20190207	ZE10	PP1115	P716103	20190207	170946	
0I1902014	三井化学㈱　大牟田工場　D-NBDA	DLFL	20190214	ZE10	PP1115	P716103	20190214	140715	
0I1902017	JR東日本千手発電所UPS,直流電源装置（3）	CMPL	20190214	ZE10	PP1115	P716103	20190214	140758	
0I1902019	竹崎発射管制塔(LCC)交流無停電電源装置(CVCF)の整備	CMPL	20190214	ZE10	PP1115	P716103	20190214	140822	
0I1902021	防府市上下水道局	CMPL	20190220	ZE10	PP1007	P716103	20190220	130849	
0I1902024	東海環状自動車道	DLFL	20190220	ZE10	PP1007	P716103	20190220	130947	
0I1902025	くまもと県北病院向け新設UPS	CMPL	20190222	ZE10	PP1115	P716103	20190222	151508	
0I1902028	山口県某所	CMPL	20190226	ZE10	PP1115	P716103	20190226	152746	
0I1902029	UPS(75kVA)移設後試運転（府中⇒見島）	DLFL	20190226	ZE10	PP1115	P716103	20190226	152804	
0I1902030	住友金属鉱山　東予	DLFL	20220512	ZE10	PP1115	P716103	20220512	095109	
0I1903001	周南市菊川浄水場	CMPL	20190306	ZE10	PP1115	P716103	20190306	134219	
0I1903005	東総広域プロジェクト	CMPL	20190401	ZE10	PP1007	P716103	20190401	125158	
0I1903006	下久保ダム無停電電源設備工事	CMPL	20190306	ZE10	PP1115	P716103	20190306	134234	
0I1903009	市立大洲市民病院	DLFL	20190312	ZE10	PP1115	P716103	20190312	153947	
0I1903011	JR東海	DLFL	20190312	ZE10	PP1115	P716103	20190312	154021	
0I1903013	新日鐵住金鹿島　新1高炉240kVA/UPS	CMPL	20190312	ZE10	PP1115	P716103	20190312	154056	
0I1903014	新日鐵住金鹿島　新1高炉　85kVA/UPS	CMPL	20190312	ZE10	PP1115	P716103	20190312	154150	
0I1903015	新日鐵住金鹿島　新1高炉　45KVA/UPS	CMPL	20190312	ZE10	PP1115	P716103	20190312	154329	
0I1903016	中部電力武豊発電所	CMPL	20190311	ZE10	PP1115	P716103	20190311	120029	
0I1903019	JAXA竹崎発射管制塔(LCC)	CMPL	20190328	ZE10	PP1007	P716103	20190328	105940	
0I1903020	TPS/群馬某所	CMPL	20190312	ZE10	PP1115	P716103	20190312	154713	
0I1903021	酒匂水再生センター　償却棟UPS	CMPL	20190312	ZE10	PP1115	P716103	20190312	154905	
0I1903022	酒匂水再生センター　川匂ポンプ場　UPS	CMPL	20190312	ZE10	PP1115	P716103	20190312	155006	
0I1903023	TPS/群馬某所	CMPL	20190319	ZE10	PP1007	P716103	20190319	144736	
0I1903025	NEGﾏﾚｰｼｱ（M8）	DLFL	20190319	ZE10	PP1007	P716103	20190319	144749	
0I1903026	NEGﾏﾚｰｼｱ（M10）	DLFL	20190319	ZE10	PP1007	P716103	20190319	144801	
0I1903027	ＭＨＰＳ～トクヤマ	CMPL	20190315	ZE10	PP1115	P716103	20190315	163842	
0I1903028	ﾙﾈｻｽｾﾐｺﾝﾀﾞｸﾀ　ﾏﾆｭﾌｧｸﾁｬﾘﾝｸﾞ㈱　川尻工場	CMPL	20190319	ZE10	PP1007	P716103	20190319	144814	
0I1903029	宮川終末処理場	CMPL	20190326	ZE10	PP1115	P716103	20190326	092934	
0I1903030	仙台市　南蒲生　汚泥処理棟	CMPL	20190319	ZE10	PP1007	P716103	20190319	144827	
0I1903031	日本ゼオン(株)水島Ｍ２１２	CMPL	20190319	ZE10	PP1007	P716103	20190319	144839	
0I1903032	四電／西条1号共通CVCF	CMPL	20190422	ZE10	PP1115	P716104	20190422	160548	
0I1903033	双葉町減容化施設（中間貯蔵施設）	CMPL	20190325	ZE10	PP1115	P716103	20190325	130227	
0I1903034	双葉町減容化施設（中間貯蔵施設）	CMPL	20190325	ZE10	PP1115	P716103	20190325	130238	
0I1903035	産総研つくばスーパークリーンルームＡ電気室	CMPL	20190319	ZE10	PP1007	P716103	20190319	144851	
0I1903036	産総研つくばスーパークリーンルームＢ電気室	CMPL	20190319	ZE10	PP1007	P716103	20190319	144902	
0I1903037	産総研つくばスーパークリーンルームC電気室	CMPL	20190319	ZE10	PP1007	P716103	20190319	144914	
0I1903038	米子バイオマス	DLFL	20190322	ZE10	PP1115	P716103	20190322	153247	
0I1903044	第二阪奈小瀬	CMPL	20190328	ZE10	PP1007	P716103	20190328	170710	
0I1903045	第二阪奈壱分	CMPL	20190328	ZE10	PP1007	P716103	20190328	170739	
0I1903047	有明生活環境施設組合	CMPL	20190328	ZE10	PP1007	P716103	20190328	134142	
0I1903048	産総研福島SS棟	DLFL	20190328	ZE10	PP1007	P716103	20190328	134209	
0I1903050	都内某市立病院　エネルギー棟新設	DLFL	20190328	ZE10	PP1007	P716103	20190328	134307	
0I1903051	晴海トリトンスクエアY棟	CMPL	20190328	ZE10	PP1007	P716103	20190328	134324	
0I1903052	東芝ITコントロールシステム	CMPL	20190401	ZE10	PP1007	P716103	20190401	125832	
0I1903053	東電F&P富津火力発電所	CMPL	20190401	ZE10	PP1007	P716103	20190401	125850	
0I1903054	海自大湊基地改造	DLFL	20190401	ZE10	PP1007	P716103	20190401	125909	
0I1903055	高砂市東播臨界広域市町村	CMPL	20190530	ZE10	PP1115	P716103	20190530	153242	
0I1904001	コニカミノルタビジネスアソシエイツ（豊川）	CMPL	20190401	ZE10	PP1007	P716103	20190401	125920	
0I1904002	大阪市・八尾市・松原市環境施設組合	CMPL	20190402	ZE10	PP1115	P716103	20190402	140545	
0I1904005	いわきORSR基地局	DLFL	20190517	ZE10	PP1115	P716104	20190517	093720	
0I1904007	蕨戸田衛生センター殿	CMPL	20190408	ZE10	PP1115	P716103	20190408	161041	
0I1904008	日本アビオニクス横浜事業所SCF更新	CMPL	20190408	ZE10	PP1115	P716103	20190408	161059	
0I1904009	中国地方某病院	CMPL	20190408	ZE10	PP1115	P716103	20190408	161115	
0I1904011	大王製紙㈱四国本社新ＷＰ　CVCF	DLFL	20190411	ZE10	PP1007	P716103	20190411	144824	
0I1904012	エコセンター番匠	CMPL	20190411	ZE10	PP1007	P716103	20190411	144849	
0I1904013	小松製作所／平塚工場　電力貯蔵	CMPL	20190411	ZE10	PP1007	P716103	20190411	144911	
0I1904014	大和ハウス工業	DLFL	20190411	ZE10	PP1007	P716103	20190411	144925	
0I1904015	産総研福島 水素用ACシミュレータ	DLFL	20190411	ZE10	PP1007	P716103	20190411	144942	
0I1904016	産総研福島 水素用ACシミュレータ	DLFL	20190411	ZE10	PP1007	P716103	20190411	144959	
0I1904017	兵庫県小野市案件	CMPL	20190507	ZE10	PP1115	P716103	20190507	101106	
0I1904018	上ヶ原浄水場	CMPL	20190411	ZE10	PP1007	P716103	20190411	145014	
0I1904021	福井国家石油備蓄	CMPL	20190415	ZE10	PP1115	P716103	20190415	155320	
0I1904023	トクヤマ東発電所	CMPL	20190419	ZE10	PP1115	P716103	20190419	084854	
0I1904025	たけびし	CMPL	20190415	ZE10	PP1115	P716103	20190415	155356	
0I1904026	四国某所	DLFL	20190416	ZE10	PP1115	P716103	20190416	135842	
0I1904027	水資源機構　下久保ダム	CMPL	20190416	ZE10	PP1115	P716103	20190416	135855	
0I1904029	三井化学市原 SFST10SGB-50MSE	CMPL	20190424	ZE10	PP1007	P716103	20190424	155351	
0I1904030	三井化学市原 SFST10SGB-200MSE	CMPL	20190424	ZE10	PP1007	P716103	20190424	155413	
0I1904031	三菱地所　丸の内ビル	DLFL	20190424	ZE10	PP1007	P716103	20190424	155441	
0I1904032	中部電力　武豊5号	CMPL	20190507	ZE10	PP1115	P716103	20190507	094103	
0I1904033	神栖バイオマス	CMPL	20190425	ZE10	PP1115	P716103	20190425	161651	
0I1904034	大和ハウス向け蓄電池インバータ	DLFL	20190507	ZE10	PP1115	P716103	20190507	101158	
0I1905001	海自横須賀造修補給所	DLFL	20190509	ZE10	PP1007	P716103	20190509	161747	
0I1905002	日本製鉄室蘭インバータ盤更新	CMPL	20190509	ZE10	PP1007	P716103	20190509	161804	
0I1905004	日野市クリーンセンター	CMPL	20190509	ZE10	PP1007	P716103	20190509	161822	
0I1905007	新潟空港	CMPL	20190508	ZE10	PP1115	P716103	20190508	170252	
0I1905008	京急 大鳥居駅止水シャッター SFST30TGB-53LI	DLFL	20190509	ZE10	PP1007	P716103	20190509	161924	
0I1905009	空自H31年度定期整備（入間、春日、加茂、海栗島）	DLFL	20190509	ZE10	PP1007	P716103	20190509	161948	
0I1905010	AI向けSOFCハイブリッドシステム	CMPL	20190509	ZE10	PP1007	P716103	20190509	162004	
0I1905012	日立造船～菊池環境保全組合	CMPL	20190515	ZE10	PP1115	P716104	20190515	152238	
0I1905013	海自舞鶴基地向け60kVA電源	DLFL	20190509	ZE10	PP1007	P716103	20190509	162019	
0I1905015	凸版印刷	CMPL	20190514	ZE10	PP1115	P716103	20190514	152636	
0I1905016	日本製鉄（堺）	DLFL	20190514	ZE10	PP1115	P716103	20190514	152822	
0I1905017	ＪＸＴＧエネルギー(株)川崎製油所	CMPL	20190514	ZE10	PP1115	P716103	20190514	152840	
0I1905018	石狩新港バイオマス	DLFL	20190516	ZE10	PP1115	P716103	20190516	170704	
0I1905019	神戸製鋼所 加古川製鉄所 表面処理工場 UPS	DLFL	20190516	ZE10	PP1115	P716103	20190516	170736	
0I1905020	青森県某廃棄物処理施設	CMPL	20190516	ZE10	PP1115	P716103	20190516	170752	
0I1905021	仁科記念棟無停電電源装置の更新	CMPL	20190516	ZE10	PP1115	P716103	20190516	170806	
0I1905023	県立はりま姫路総合医療センター UPS	CMPL	20190522	ZE10	PP1115	P716103	20190522	150336	
0I1905024	【定整】空自入間パネコン交換品（U050032）	DLFL	20190522	ZE10	PP1115	P716103	20190522	150353	
0I1905025	【定整】空自加茂パネコン交換品（U075036）	DLFL	20190522	ZE10	PP1115	P716103	20190522	150408	
0I1905026	【定整】空自春日パネコン交換品（U125018,9）	DLFL	20190522	ZE10	PP1115	P716103	20190522	150501	
0I1905027	【定整】空自海栗島パネコン交換品（Ｕ０１５０５９）	DLFL	20190522	ZE10	PP1115	P716103	20190522	150516	
0I1905028	九州地方整備局　二重峠TN	CMPL	20190522	ZE10	PP1115	P716103	20190522	150529	
0I1905029	九州地方整備局　二重峠TN	CMPL	20190522	ZE10	PP1115	P716103	20190522	150542	
0I1905030	日本製紙勿来更新	DLFL	20190522	ZE10	PP1115	P716103	20190522	150555	
0I1905033	中部電力　武豊	CMPL	20190521	ZE10	PP1115	P716104	20190521	085905	
0I1905035	日新製鋼１０ｋVA	CMPL	20190522	ZE10	PP1115	P716103	20190522	150633	
0I1905037	米軍岩国基地	CMPL	20190528	ZE10	PP1115	P716103	20190528	144447	
0I1905041	大分サンソセンター　4号プラント	CMPL	20190702	ZE10	PP1115	P716103	20190702	132655	
0I1905042	出光興産㈱ 徳山事業所	DLFL	20190528	ZE10	PP1115	P716103	20190528	144646	
0I1905043	久米島空港	CMPL	20190530	ZE10	PP1115	P716103	20190530	131905	
0I1905044	大王製紙㈱ Ｎ８調成無停電電源装置購入	CMPL	20190530	ZE10	PP1115	P716103	20190530	131917	
0I1905045	トクヤマ東発電所	CMPL	20190529	ZE10	PP1115	P716103	20190529	132215	
0I1905046	南阿蘇　湯の谷地熱発電所	DLFL	20190530	ZE10	PP1115	P716103	20190530	131933	
0I1905048	大分空港TAPS用15KVA無停電電源装置	CMPL	20190606	ZE10	PP1115	P716103	20190606	112628	
0I1905049	トーエネック教育センター	CMPL	20190625	ZE10	PP1115	P716103	20190625	162827	
0I1905050	大阪警察病院	CMPL	20190606	ZE10	PP1115	P716103	20190606	112843	
0I1905051	九州電力大岳発電所	CMPL	20190606	ZE10	PP1115	P716103	20190606	112914	
0I1905053	日本製鉄納入　UPS・製造中止基板調査	CMPL	20190603	ZE10	PP1115	P716103	20190603	103244	
0I1906002	住友共同電力　新居浜北火力	DLFL	20190606	ZE10	PP1115	P716103	20190606	113000	
0I1906003	大和ハウス向けデマンドカット、BPV対策用	DLFL	20190606	ZE10	PP1115	P716103	20190606	113014	
0I1906004	サンエコサーマル向けＵＰＳ	DLFL	20190606	ZE10	PP1115	P716103	20190606	113041	
0I1906006	IHI～75MWバイオマス発電所建設工事	CMPL	20190606	ZE10	PP1115	P716103	20190606	113056	
0I1906007	堺クリーンセンター	DLFL	20190606	ZE10	PP1115	P716103	20190606	113110	
0I1906008	予算見積　海自徳島、硫黄島	CMPL	20190606	ZE10	PP1115	P716103	20190606	113123	
0I1906009	菊池環境保全組合	CMPL	20190625	ZE10	PP1115	P716103	20190625	134859	
0I1906010	日野市クリーンセンター	DLFL	20190607	ZE10	PP1115	P716103	20190607	113653	
0I1906011	千葉市中央雨水ポンプ場	CMPL	20190625	ZE10	PP1115	P716104	20190625	160207	
0I1906012	呑龍ポンプ場	CMPL	20190607	ZE10	PP1115	P716103	20190607	113705	
0I1906015	NEXCO西日本	CMPL	20190610	ZE10	PP1115	P716103	20190610	103616	
0I1906018	飾磨港変電所	CMPL	20190612	ZE10	PP1115	P716103	20190612	152607	
0I1906019	東総地区広域市町村圏事務組合	CMPL	20190702	ZE10	PP1115	P716103	20190702	132707	
0I1906020	堺市クリーンセンター	CMPL	20190612	ZE10	PP1115	P716103	20190612	152656	
0I1906022	湯二（発）社口ダム	DLFL	20190614	ZE10	PP1115	P716103	20190614	165138	
0I1906024	トクヤマ 東2号 東運炭設備電気室	CMPL	20190614	ZE10	PP1115	P716103	20190614	165206	
0I1906027	サンエコサーマル	CMPL	20190614	ZE10	PP1115	P716103	20190614	165221	
0I1906028	大王製紙㈱四国本社新ＷＰ　CVCF	CMPL	20190625	ZE10	PP1115	P716103	20190625	100337	
0I1906029	三洋化成　鹿島工場　UPS更新	CMPL	20190624	ZE10	PP1115	P716103	20190624	153612	
0I1906031	かたつむり山発電所	CMPL	20190625	ZE10	PP1115	P716103	20190625	100450	
0I1906034	釧路空港監視装置用UPS製造据付	DLFL	20190625	ZE10	PP1115	P716103	20190625	100653	
0I1906037	MHI名誘　UPS更新	DLFL	20190628	ZE10	PP1115	P716103	20190628	164925	
0I1906039	トクヤマ東発電所	CMPL	20190701	ZE10	PP1115	P716103	20190701	124332	
0I1906040	大王製紙㈱四国本社 N5原質 CVCF購入	CMPL	20190628	ZE10	PP1115	P716103	20190628	164945	
0I1906041	ＩＨＩタービン設備用	CMPL	20190628	ZE10	PP1115	P716103	20190628	165049	
0I1906042	岡山市東部クリーンセンター	CMPL	20190628	ZE10	PP1115	P716103	20190628	165107	
0I1907001	大和加圧ポンプ所他無停電電源装置更新工事	DLFL	20190703	ZE10	PP1115	P716103	20190703	155648	
0I1907004	播但道（生野電気室）	CMPL	20190703	ZE10	PP1115	P716103	20190703	155520	
0I1907005	太平洋セメント埼玉工場	CMPL	20190703	ZE10	PP1115	P716103	20190703	155634	
0I1907006	（入札案件）平野下水処理場	CMPL	20190709	ZE10	PP1115	P716103	20190709	112343	
0I1907007	相模ダム	CMPL	20190710	ZE10	PP1115	P716103	20190710	130514	
0I1907008	那覇型式：C030B-43ME　一連番号：C030097	CMPL	20190709	ZE10	PP1115	P716103	20190709	112433	
0I1907009	飾磨港変電所	CMPL	20190722	ZE10	PP1115	P716103	20190722	124747	
0I1907010	那覇　型式：C050B-43ME　一連番号：C050052	CMPL	20190709	ZE10	PP1115	P716103	20190709	112459	
0I1907011	福島いわき好間バイオマス発電所（AEI-PJ）	CMPL	20190709	ZE10	PP1115	P716103	20190709	112602	
0I1907012	秋田 型式：C040B-43ME　一連番号：C040040	DLFL	20190709	ZE10	PP1115	P716103	20190709	114103	
0I1907013	春日 型式：U75A-33ME　一連番号：U075044	DLFL	20190709	ZE10	PP1115	P716103	20190709	114119	
0I1907014	大滝根山 型式：C300A-63ME　一連番号：C300013	DLFL	20190709	ZE10	PP1115	P716103	20190709	114136	
0I1907017	那覇　型式：C050B-43ME　一連番号：C050053	CMPL	20190710	ZE10	PP1115	P716103	20190710	143857	
0I1907018	春日　型式：U040C-33ME　一連番号：U040045	CMPL	20190710	ZE10	PP1115	P716103	20190710	143915	
0I1907019	大和ハウス晴美某ビル	CMPL	20190710	ZE10	PP1115	P716103	20190710	143949	
0I1907020	宮古島　型式：U150A-33ME　　一連番号：U150007	CMPL	20190712	ZE10	PP1115	P716103	20190712	135806	
0I1907021	千歳 式：C050B-43ME　一連番号：C050054	CMPL	20190712	ZE10	PP1115	P716103	20190712	135830	
0I1907022	千歳　型式：C030B-43ME　一連番号：C030087	CMPL	20190712	ZE10	PP1115	P716103	20190712	135846	
0I1907023	千歳　型式：C030B-43ME　一連番号：C030086	CMPL	20190712	ZE10	PP1115	P716103	20190712	135902	
0I1907024	トクヤマ東発電所	CMPL	20190716	ZE10	PP1115	P716103	20190716	090105	
0I1907025	徳島県鳴門市某工場	CMPL	20190712	ZE10	PP1115	P716103	20190712	135929	
0I1907026	三宝電機向けオーバーホール、出力抑制対応	DLFL	20190712	ZE10	PP1115	P716103	20190712	135940	
0I1907027	JAXA筑波6φチャンバ用CVCF更新	CMPL	20190712	ZE10	PP1115	P716103	20190712	135955	
0I1907028	東総塵芥処理組合更新	CMPL	20190712	ZE10	PP1115	P716103	20190712	140011	
0I1907029	東電HD柏崎刈羽原発～KK-7G計算機用UPS	DLFL	20190717	ZE10	PP1115	P716103	20190717	125216	
0I1907030	自家消費型PCS100kW、250kW、500kWの見積もり依頼	DLFL	20190717	ZE10	PP1115	P716103	20190717	125228	
0I1907031	宝達志水町	CMPL	20190717	ZE10	PP1115	P716103	20190717	125245	
0I1907032	三洋化成鹿島工場殿既設更新（MSE）	CMPL	20190719	ZE10	PP1115	P716103	20190719	151034	
0I1907033	大田市場（31）無停電電源装置改良工事	CMPL	20190719	ZE10	PP1115	P716103	20190719	151049	
0I1907035	広島空港TAPS用15kVA無停電電源装置	CMPL	20190719	ZE10	PP1115	P716103	20190719	151107	
0I1907036	国土地理院　無停電電源装置更新作業	DLFL	20190719	ZE10	PP1115	P716103	20190719	151122	
0I1907038	日立造船～鶴岡ごみ処理場	CMPL	20190719	ZE10	PP1115	P716103	20190719	161316	
0I1907040	県央県南クリーンセンター（諫早）	CMPL	20190720	ZE10	PP1007	P716103	20190720	165238	
0I1907041	延岡ガスタービン発電設備（旭化成）	DLFL	20190720	ZE10	PP1007	P716103	20190720	165254	
0I1907042	中部電力武豊	CMPL	20190904	ZE10	PP1115	P716103	20190904	114936	
0I1907043	エナーシスジャパン様蓄電池システム	CMPL	20190723	ZE10	PP1007	P716103	20190723	132440	
