購買依頼,明細,購買ｸﾞﾙｰﾌﾟ,購買依頼者,品目コード,テキスト (短),追跡番号,品目ｸﾞﾙｰﾌﾟ,購買依頼数量,単位,依頼価格,通貨,標準原価,納入期日,固定仕入先,固定仕入先名称,希望仕入先,希望仕入先名称,勘定コード,原価センタ,受注番号,指図番号,WBS 要素,ネットワーク,受領者（理由）,メーカ名,図面番号,図面完成フラグ,図面改定記号,処理ステータス,自動発注,購買情報,購買発注,発注日付,入庫完了,指定納期,回答納期,材料費（設計予算）,加工費（設計予算）,登録者,削除,プラント固有ｽﾃｰﾀｽ,MRPﾀｲﾌﾟ,研究室／設計室,安全在庫,最小ﾛｯﾄｻｲｽﾞ,購買発注削除,備考,承認グループ,購買情報テキスト,見積書番号
0012720165,00010,128,資材部,50801118814,ﾅﾐｶﾞﾀｽﾌﾟﾘﾝｸﾞﾋﾟﾝ 3X28 ROHSﾀｲｵｳﾋﾝ,,50,200.000,PC,0.05,JPY,5.000,20250924,S00612,サンコーインダストリー（株）,,,,,,,00000000,,,ｻﾝｲﾝﾀﾞ,,0,,,X,,4502414770,20250719,,20250924,20250924,6,0,資材部,,,PD,N,0.000,300.000,,,,,
0012720184,00010,128,資材部,11401113300,S8ｶﾞﾀ 400A 60MV ｼﾞﾚｲ,,11,100.000,PC,42.00,JPY,4200.000,20250924,S00098,東洋計器（株）,,,,,,,00000000,,,ﾄｳﾖｳｹｲ,,0,,,X,,4502414698,20250719,,20250924,00000000,2970,0,資材部,,,PD,L,0.000,10.000,,,,,
0012720189,00010,128,資材部,53602026700,BSF-515E  ｽﾁ-ﾙｽﾍﾟ-ｻ(6ｶｸ) M5 ｶﾞｲｹｲ   8MM,,53,200.000,PC,0.72,JPY,72.000,20250924,S00703,品川商工（株）大阪（営）,,,,,,,00000000,,,ﾋﾛｽｷﾞK,,0,,,X,,4502414788,20250719,,20250924,20250924,75,0,資材部,,,PD,L,0.000,0.000,,,,,
0012720191,00010,128,資材部,53602019700,CU540,,53,100.000,PC,2.31,JPY,231.000,20250922,S00703,品川商工（株）大阪（営）,,,,,,,00000000,,,ﾋﾛｽｷﾞK,,0,,,X,,4502414789,20250719,,20250922,20250922,209,0,資材部,,,PD,L,0.000,50.000,,,,,
0012720195,00010,128,資材部,N00A0019300,端子表示ﾗﾍﾞﾙ,,ZZZ,30.000,PC,2.03,JPY,203.300,20250821,S00265,（株）東洋レーベル,,,,,,,00000000,,,TYﾚｰﾍﾙ,N00A0019300,1,AA,,X,,4502414720,20250719,,20250821,20250821,51,0,資材部,,,PD,L,10.000,0.000,,,,,
0012720198,00010,128,資材部,53636003500,SPLSN-6U 9.4MM ｼﾔﾌﾄ6.0MM 66ﾅｲ*,,53,500.000,PC,0.02,JPY,1.800,20250924,S00703,品川商工（株）大阪（営）,,,,,,,00000000,,,ｼﾅｶﾜSK,,0,,,X,,4502414790,20250719,,20250924,20250924,2,0,資材部,,,PD,L,0.000,100.000,,,,,
0012720211,00010,128,資材部,53602017200,BSF-310E  ｽﾁ-ﾙｽﾍﾟ-ｻ(6ｶｸ) M3 ｶ*,,53,1200.000,PC,0.36,JPY,35.800,20250922,S00703,品川商工（株）大阪（営）,,,,,,,00000000,,,ﾋﾛｽｷﾞK,,0,,,X,,4502414791,20250719,,20250922,20250922,31,0,資材部,,,PD,L,200.000,200.000,,,,,
0012720212,00010,128,資材部,53602017200,BSF-310E  ｽﾁ-ﾙｽﾍﾟ-ｻ(6ｶｸ) M3 ｶ*,,53,200.000,PC,0.36,JPY,35.800,20251008,S00703,品川商工（株）大阪（営）,,,,,,,00000000,,,ﾋﾛｽｷﾞK,,0,,,X,,4502414792,20250719,,20251008,20251008,31,0,資材部,,,PD,L,200.000,200.000,,,,,
0012720215,00010,128,資材部,53634137200,EI-35Sｾﾞﾂｴﾝｻﾎﾟｰﾄ,,53,200.000,PC,2.00,JPY,200.000,20251002,S00685,篠原電機（株）,,,,,,,00000000,,,ｼﾉﾊﾗ D,,0,,,X,,4502414785,20250719,,20251002,20251002,187,0,資材部,,,PD,L,150.000,200.000,,,,,
0012720217,00010,128,資材部,606024220,ｶﾇ-ｸﾘﾂﾌﾟ  ﾆﾌｺ  #74  ﾅﾁﾕﾗﾙ,,60,1000.000,PC,0.03,JPY,2.800,20250922,S00387,（株）英和商会,,,,,,,00000000,,,ﾆﾌｺ,,0,,,X,,4502414759,20250719,,20250922,20250922,4,0,資材部,,,PD,L,300.000,1000.000,,,,,
0012720224,00010,128,資材部,11001216400,Eｶﾞﾀ 3000A 60MV ML3438B,,11,2.000,PC,166.20,JPY,16620.000,20251016,S00098,東洋計器（株）,,,,,,,00000000,,,ﾄｳﾖｳｹｲ,,0,,,X,,4502414699,20250719,,20250821,20250821,9240,0,資材部,,,PD,N,0.000,0.000,,,,,
0012720253,00010,128,資材部,53692118900,EH18U ｴﾂｼﾞﾎﾙﾀﾞ ﾅｲｹｲ 18MM 66ﾅｲ*,,53,500.000,PC,0.04,JPY,4.000,20250922,S00703,品川商工（株）大阪（営）,,,,,,,00000000,,,ｼﾅｶﾜSK,,0,,,X,,4502414793,20250719,,20250922,20250922,5,0,資材部,,,PD,L,0.000,500.000,,,,,
0012720255,00010,128,資材部,53692121800,LWS-2U ﾜｲﾔｰｻﾄﾞﾙ 11X18.5MM 66ﾅ*,,53,1000.000,PC,0.03,JPY,2.800,20250930,S00703,品川商工（株）大阪（営）,,,,,,,00000000,,,ｼﾅｶﾜSK,,0,,,X,,4502414794,20250719,,20250924,20250924,4,0,資材部,,,PD,L,800.000,1000.000,,,,,
0012720385,00010,128,,52031129902,VCTF 0.75# X 14C L=20.5M,,52,2.000,PC,90.72,JPY,9072.000,20250821,S00085,光昭（株）,,,0000705114,,,,00000000,000040165076,,ｺｳﾃﾞﾝ,,0,,,X,5300002702,4502415084,20250723,,20250821,20250820,5751,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012720388,00010,128,,670032223,ｻﾗﾝﾛﾂｸ OM-150 600X800X25,,67,16.000,PC,31.80,JPY,3180.000,20250723,S00685,篠原電機（株）,,,0000705114,,,,00000000,000040150441,,ｼﾉﾊﾗ D,,0,,,X,5300053123,4502415129,20250723,,20250821,20250902,3498,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012720428,00010,128,資材部,760002113,SFT0640-C,,99,25.000,M,8.50,JPY,850.000,20251008,S00780,杉本商事（株）,,,,,,,00000000,,,ﾋﾟｽｺ,,0,,,X,,4502415141,20250723,,20251008,20251008,690,0,資材部,,,PD,L,0.000,5.000,,,,,
0012720429,00010,128,資材部,E00A2450700,エアフィルター,,ZZZ,50.000,PC,1.00,JPY,100.000,20250825,S00685,篠原電機（株）,,,,,,,00000000,,,ｼﾉﾊﾗ D,E00A2450700,1,AB,,X,,4502415130,20250723,,20250825,00000000,400,0,資材部,,,PD,L,0.000,0.000,,,,,
0012720438,00010,128,資材部,11001216800,Eｶﾞﾀ 5000A 60MV ML3438B,,11,2.000,PC,295.50,JPY,29550.000,20251015,S00098,東洋計器（株）,,,,,,,00000000,,,ﾄｳﾖｳｹｲ,,0,,,X,,4502415092,20250723,,20251015,00000000,17600,0,資材部,,,PD,N,0.000,0.000,,,,,
0012720441,00010,128,資材部,53200003600,32TA L10-9,,ZZZ,20.000,M,7.58,JPY,758.000,20250822,S00703,品川商工（株）大阪（営）,,,,,,,00000000,,,ｼﾅｶﾜSK,,0,,,X,,4502415134,20250723,,20250822,20250822,758,0,資材部,,,PD,L,0.000,20.000,,,,,
0012720515,00010,128,,10001003405,DCF6 DC 500V ﾃｲｶｸDC 500V 2.5ｷ*,,ZZZ,4.000,PC,49.00,JPY,4900.000,20251001,S00098,東洋計器（株）,,,0000705114,,,,00000000,000040164692,,ﾄｳﾖｳｹｲ,,0,,,X,5300214580,4502415359,20250724,,20250924,20250924,2695,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012720516,00010,128,,10015537900,DVF11M AC12000A ﾃｲｶｸDC 7.5V 1*,,ZZZ,4.000,PC,58.50,JPY,5850.000,20251001,S00098,東洋計器（株）,,,0000705114,,,,00000000,000040164692,,ﾄｳﾖｳｹｲ,,0,,,X,5300214640,4502415360,20250724,,20250924,20250924,3000,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012720517,00010,128,,10015558500,DVF11M AC 15V ﾃｲｶｸDC 5V 1.5ｷﾕ*,,ZZZ,4.000,PC,58.50,JPY,5850.000,20251001,S00098,東洋計器（株）,,,0000705114,,,,00000000,000040164692,,ﾄｳﾖｳｹｲ,,0,,,X,5300233838,4502415361,20250724,,20250924,20250924,5850,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012720518,00010,128,,10701100700,TDT-49TA-211-1HZ 4ｹﾀ ﾎｼﾞﾖAC10*,,10,4.000,PC,549.00,JPY,54900.000,20251001,,,,,0000705114,,,,00000000,000040164692,,ﾄｳﾖｳｹｲ,,0,,,X,,4502415248,20250723,,20251001,00000000,47025,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012720520,00010,128,,10702091700,VGP2ES9-3 IN:AC15V 5HZ-100HZ *,,ZZZ,4.000,PC,313.50,JPY,31350.000,20251001,S00098,東洋計器（株）,,,0000705114,,,,00000000,000040164692,,ﾄｳﾖｳｹｲ,,0,,,X,5300233839,4502415362,20250724,,20250924,00000000,31350,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012720521,00010,128,,10702092200,AGP2ES9-3 IN:AC0-3.4A 5HZ-100*,,ZZZ,4.000,PC,308.00,JPY,30800.000,20251001,S00098,東洋計器（株）,,,0000705114,,,,00000000,000040164692,,ﾄｳﾖｳｹｲ,,0,,,X,5300238721,4502415363,20250724,,20250924,00000000,30800,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012720536,00010,128,,30621142100,CLED-1004 AC100-240V 4.5W 50/*,,ZZZ,4.000,PC,49.50,JPY,4950.000,20251001,S00685,篠原電機（株）,,,0000705114,,,,00000000,000040164692,,ｼﾉﾊﾗ D,,0,,,X,5300158867,4502415429,20250724,,20250924,00000000,8000,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012720546,00010,128,,10001003405,DCF6 DC 500V ﾃｲｶｸDC 500V 2.5ｷ*,,ZZZ,4.000,PC,49.00,JPY,4900.000,20251022,S00098,東洋計器（株）,,,0000705114,,,,00000000,000040164693,,ﾄｳﾖｳｹｲ,,0,,,X,5300214580,4502415364,20250724,,20251022,20251022,2695,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012720547,00010,128,,10015558500,DVF11M AC 15V ﾃｲｶｸDC 5V 1.5ｷﾕ*,,ZZZ,4.000,PC,58.50,JPY,5850.000,20251022,S00098,東洋計器（株）,,,0000705114,,,,00000000,000040164693,,ﾄｳﾖｳｹｲ,,0,,,X,5300233838,4502415365,20250724,,20251022,20251022,5850,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012720548,00010,128,,10701100700,TDT-49TA-211-1HZ 4ｹﾀ ﾎｼﾞﾖAC10*,,10,4.000,PC,549.00,JPY,54900.000,20251022,S00098,東洋計器（株）,,,0000705114,,,,00000000,000040164693,,ﾄｳﾖｳｹｲ,,0,,,X,5300008349,4502417946,20250805,,20251022,00000000,47025,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012720550,00010,128,,10702091700,VGP2ES9-3 IN:AC15V 5HZ-100HZ *,,ZZZ,4.000,PC,313.50,JPY,31350.000,20251022,S00098,東洋計器（株）,,,0000705114,,,,00000000,000040164693,,ﾄｳﾖｳｹｲ,,0,,,X,5300233839,4502415366,20250724,,20251022,00000000,31350,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012720565,00010,128,,30621142100,CLED-1004 AC100-240V 4.5W 50/*,,ZZZ,4.000,PC,49.50,JPY,4950.000,20251022,S00685,篠原電機（株）,,,0000705114,,,,00000000,000040164693,,ｼﾉﾊﾗ D,,0,,,X,5300158867,4502415430,20250724,,20251022,00000000,8000,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012720584,00010,128,,10045319300,AVF11M AC  400A ﾃｲｶｸAC    5A *,,ZZZ,2.000,PC,50.00,JPY,5000.000,20260121,S00098,東洋計器（株）,,,0000705114,,,,00000000,000040164425,,ﾄｳﾖｳｹｲ,,0,,,X,5300217373,4502415367,20250724,,20260121,20260121,4330,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012720585,00010,128,,10045319400,AVF11M AC  200A ﾃｲｶｸAC    5A *,,ZZZ,1.000,PC,50.00,JPY,5000.000,20260121,S00098,東洋計器（株）,,,0000705114,,,,00000000,000040164425,,ﾄｳﾖｳｹｲ,,0,,,X,5300218919,4502415368,20250724,,20260121,20260121,5170,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012720586,00010,128,,10045319900,AVF-11M AC 300V ﾃｲｶｸAC 300V 1*,,ZZZ,3.000,PC,67.00,JPY,6700.000,20260121,S00098,東洋計器（株）,,,0000705114,,,,00000000,000040164425,,ﾄｳﾖｳｹｲ,,0,,,X,5300218753,4502415369,20250724,,20260121,20260121,4750,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012720587,00010,128,,10702091400,AETT2-91A B2F3 IN:AC0-5A 50/6*,,ZZZ,2.000,PC,196.00,JPY,19600.000,20260121,S00860,（株）第一エレクトロニクス,,,0000705114,,,,00000000,000040164425,,ﾀﾞｲｲﾁｴ,,0,,,X,5300228434,4502415452,20250724,,20260121,20260121,10000,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012720588,00010,128,,10702092000,FTT2-91A B16F3 IN.AC210V 45-5*,,ZZZ,1.000,PC,208.00,JPY,20800.000,20260121,S00860,（株）第一エレクトロニクス,,,0000705114,,,,00000000,000040164425,,ﾀﾞｲｲﾁｴ,,0,,,X,5300238785,4502415453,20250724,,20260121,20260121,20800,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012720589,00010,128,,10702092100,VETT2-91A B2F3 IN:AC0-300V 50*,,ZZZ,1.000,PC,196.00,JPY,19600.000,20260121,S00860,（株）第一エレクトロニクス,,,0000705114,,,,00000000,000040164425,,ﾀﾞｲｲﾁｴ,,0,,,X,5300238786,4502415454,20250724,,20260121,20260121,19600,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012720590,00010,128,,11002112400,COM5-26 1ｼﾞ200A 2ｼﾞ5A 5VA 1.0ｷﾕｳ 1.15KV,,11,2.000,PC,22.00,JPY,2200.000,20260121,S00098,東洋計器（株）,,,0000705114,,,,00000000,000040164425,,ﾄｳﾖｳｹｲ,,0,,,X,5300010787,4502415370,20250724,,20260121,20260121,1100,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012720591,00010,128,,11002113200,COM5-30 1ｼﾞ400A 2ｼﾞ5A 5VA 1.0ｷﾕｳ 1.15KV,,11,6.000,PC,23.00,JPY,2300.000,20260121,S00098,東洋計器（株）,,,0000705114,,,,00000000,000040164425,,ﾄｳﾖｳｹｲ,,0,,,X,5300010806,4502415371,20250724,,20260121,20260121,1210,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012720613,00010,128,,EFA855800,3ｱｰﾑ UF3 75A ﾊｰﾈｽ,,64,5.000,SET,22.23,JPY,2223.000,20250918,S01499,（株）ミトヨ電機,S01499,（株）ミトヨ電機,0000705119,,,000010133576,00000000,,,ﾐﾄﾖ  D,EFA855800,1,A,,X,5300114354,4502415518,20250724,,20250825,20250825,450,0,PP1145,,,PD,N,0.000,0.000,,,,,
0012720617,00010,128,,EFA855900,3ｱｰﾑ UF3 100A ﾊｰﾈｽ,,64,10.000,SET,25.04,JPY,2504.000,20250918,S01499,（株）ミトヨ電機,S01499,（株）ミトヨ電機,0000705119,,,000010133577,00000000,,,ﾐﾄﾖ  D,EFA855900,1,A,,X,5300114355,4502415519,20250724,,20250825,20250825,524,0,PP1145,,,PD,N,0.000,0.000,,,,,
0012720625,00010,128,,EFA938400,6ｱｰﾑ UF3 350A/450A ﾊｰﾈｽ,,64,5.000,SET,32.19,JPY,3219.000,20250918,S01499,（株）ミトヨ電機,S01499,（株）ミトヨ電機,0000705119,,,000010133579,00000000,,,ﾐﾄﾖ  D,EFA938400,1,C,,X,5300114364,4502415520,20250724,,20250825,20250825,742,0,PP1145,,,PD,N,0.000,0.000,,,,,
0012720630,00010,128,,EFA938400,6ｱｰﾑ UF3 350A/450A ﾊｰﾈｽ,,64,5.000,SET,32.19,JPY,3219.000,20250909,S01499,（株）ミトヨ電機,S01499,（株）ミトヨ電機,0000705119,,,000010133580,00000000,,,ﾐﾄﾖ  D,EFA938400,1,C,,X,5300114364,4502415521,20250724,,20250825,20250825,742,0,PP1145,,,PD,N,0.000,0.000,,,,,
0012720684,00010,128,,10003112300,DCF10,,10,1.000,PC,27.00,JPY,2700.000,20251202,S00098,東洋計器（株）,,,0000705114,,,,00000000,000040165271,,ﾄｳﾖｳｹｲ,,0,,,X,5300005393,4502415372,20250724,,20251202,20251202,1870,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012720685,00010,128,,10037111401,ACF10 AC 150V ﾃｲｶｸAC 150V 2.5ｷﾕｳ ﾀｲｱﾂ200,,10,1.000,PC,31.00,JPY,3100.000,20251202,S00098,東洋計器（株）,,,0000705114,,,,00000000,000040165271,,ﾄｳﾖｳｹｲ,,0,,,X,5300006573,4502415373,20250724,,20251202,20251202,1665,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012720686,00010,128,,10037312300,ACF10 AC  150A ﾃｲｶｸAC  150A 2.5ｷﾕｳ CT150,,10,1.000,PC,26.00,JPY,2600.000,20251202,S00098,東洋計器（株）,,,0000705114,,,,00000000,000040165271,,ﾄｳﾖｳｹｲ,,0,,,X,5300006699,4502415374,20250724,,20251202,20251202,1470,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012720704,00010,128,,52092212304,KIV 14# ﾐﾄﾞﾘ,,ZZZ,3.000,M,3.94,JPY,394.000,20251202,S00085,光昭（株）,,,0000705114,,,,00000000,000040165271,,ｺｳﾃﾞﾝ,,0,,,X,5300132188,4502415317,20250724,,20251202,20251203,195,0,SISSYS,,,PD,N,0.000,1.000,,,,,
0012720771,00010,128,資材部,EFA855600,3ｱｰﾑ UF3 25A-50A ﾊｰﾈｽ,,64,5.000,SET,27.96,JPY,2796.000,20250901,S01499,（株）ミトヨ電機,,,,,,,00000000,,,ﾐﾄﾖ  D,EFA855600,1,A,,X,,4502415522,20250724,,20250825,20250825,493,0,資材部,,,PD,L,0.000,0.000,,,,,
0012720772,00010,128,資材部,EFA938300,6ｱｰﾑ UF3 250A ﾊｰﾈｽ,,64,5.000,SET,34.28,JPY,3428.000,20250901,S01499,（株）ミトヨ電機,,,,,,,00000000,,,ﾐﾄﾖ  D,EFA938300,1,A,,X,,4502415523,20250724,,20250825,20250825,765,0,資材部,,,PD,L,0.000,0.000,,,,,
0012720773,00010,128,資材部,N5A588500,ｾﾂｿﾞｸﾁｭｳｲﾗﾍﾞﾙ,,EE,500.000,PC,0.17,JPY,17.300,20250901,S00265,（株）東洋レーベル,,,,,,,00000000,,,TYﾚｰﾍﾙ,N5A588500,1,,,X,,4502415385,20250724,,20250825,20250825,15,0,資材部,,,PD,L,30.000,500.000,,,,,
0012720792,00010,128,資材部,600031423,ｺｰﾄﾞｸﾘｯﾌﾟ   PG 36/PG-CE,,60,10000000.000,PC,5.46,JPY,546.000,20250806,S01067,（株）ニチフ,,,,,,,00000000,,,ﾆﾁﾌ DG,,0,,未承認　,,,,00000000,,00000000,00000000,528,0,資材部,,J,PD,L,10.000,10000000.000,,,G1,,
0012720799,00010,128,資材部,53692032100,ｺ-ﾁﾝｸﾞｸﾘﾂﾌﾟ CS-7U-34 SS-107UF*,,53,500.000,PC,0.04,JPY,3.900,20251002,S00703,品川商工（株）大阪（営）,,,,,,,00000000,,,ｼﾅｶﾜSK,,0,,,X,,4502415433,20250724,,20251002,20251002,5,0,資材部,,,PD,L,0.000,500.000,,,,,
0012720808,00010,128,資材部,512610056,NV-056ﾃﾄﾞｳｼﾕﾂﾘﾖｸN2A393900,,SUB,1000.000,PC,0.70,JPY,70.000,20250901,S01585,ヤマックス（株）,,,,,,,00000000,,,ﾔﾏﾂｸｽ,,0,,,X,,4502415543,20250724,,20250825,00000000,58,0,資材部,,,PD,L,100.000,1000.000,,,,,
0012720820,00010,128,資材部,600033302,ﾜﾝﾀﾂﾁﾌﾞﾂｼﾕ NB-300B,,SUB,1000.000,PC,0.03,JPY,3.350,20250901,S00703,品川商工（株）大阪（営）,,,,,,,00000000,,,ｼﾅｶﾜSK,,0,,,X,,4502415434,20250724,,20250825,20250825,4,0,資材部,,,PD,L,100.000,1000.000,,,,,
0012720821,00010,128,資材部,600033308,ﾜﾝﾀﾂﾁﾌﾞﾂｼﾕ NA-305B,,60,200.000,PC,0.03,JPY,2.800,20250901,S00703,品川商工（株）大阪（営）,,,,,,,00000000,,,ｼﾅｶﾜSK,,0,,,X,,4502415435,20250724,,20250825,20250825,4,0,資材部,,,PD,L,30.000,200.000,,,,,
0012720830,00010,128,資材部,26303063300,B8P-VH-B(LF)(SN) POST 250V 7A*,,MAIN-SUB,600.000,PC,0.10,JPY,10.380,20251104,S01062,日本圧着端子製造（株）,,,,,,,00000000,,,Nｱﾂﾁﾔｸ,,0,,,X,,4502415465,20250724,,20251027,20251027,12,0,資材部,,,PD,L,1000.000,600.000,,,,,
0012720880,00010,128,,53007158500,首長ｱｲﾎﾞﾙﾄ M20L=35ｻﾝｶｸﾛ-W 首長ｱｲﾎ*,,ZZZ,4.000,PC,6.20,JPY,620.000,20251017,S01793,（株）小山　大阪営業所,,,0000705114,,,,00000000,000040162037,,ｺﾔﾏ,,0,,,X,5300158295,4502415944,20250725,,20251017,20251017,592,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012720890,00010,128,,53602542300,BMP-414E 4 六角 14mm PPS 黒,,ZZZ,10.000,PC,0.54,JPY,54.300,20250901,S00703,品川商工（株）大阪（営）,,,0000705114,,,,00000000,000040164768,,ﾋﾛｽｷﾞK,,0,,,X,5300218756,4502415853,20250725,,20250825,20250825,47,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012720892,00010,128,,E00A6255400,MRT-800.4HPR2 ﾒｲﾝﾊｰﾈｽ,,ZZZ,2.000,PC,15.00,JPY,1952.000,20250901,S01400,松田電興（株）,,,0000705115,,,,00000000,000040164768,,ﾏﾂﾀﾞDK,E00A6255400,1,AB,,X,5300238366,4502415905,20250725,,20250825,20250825,1500,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012720918,00010,128,,E00B1019100,MRT-800.4HPR2 補助ﾊｰﾈｽ,,ZZZ,2.000,PC,30.00,JPY,24653.000,20250901,S01499,（株）ミトヨ電機,,,0000705119,,,,00000000,000040164768,,ﾐﾄﾖ  D,E00B1019100,0,,,X,5300237981,4502415926,20250725,,20250825,20250825,3000,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012720952,00010,128,,53602542200,AMP-320E M3 六角 20mm PPS なし 黒 *,,ZZZ,8.000,PC,0.51,JPY,51.000,20250901,S00703,品川商工（株）大阪（営）,,,0000705114,,,,00000000,000040165442,,ﾋﾛｽｷﾞK,,0,,,X,5300218599,4502415854,20250725,,20250825,20250825,44,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012720953,00010,128,,53602542300,BMP-414E 4 六角 14mm PPS 黒,,ZZZ,10.000,PC,0.54,JPY,54.300,20250901,S00703,品川商工（株）大阪（営）,,,0000705114,,,,00000000,000040165442,,ﾋﾛｽｷﾞK,,0,,,X,5300218756,4502415855,20250725,,20250825,20250825,47,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012720954,00010,128,,53636003000,SPSN-6U 9.4MM ｼﾔﾌﾄ7.0MM 66ﾅｲﾛ*,,53,2.000,PC,0.03,JPY,2.900,20250901,S00703,品川商工（株）大阪（営）,,,0000705114,,,,00000000,000040165442,,ｼﾅｶﾜSK,,0,,,X,5300012921,4502415856,20250725,,20250825,20250825,4,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012720956,00010,128,,E00A6255400,MRT-800.4HPR2 ﾒｲﾝﾊｰﾈｽ,,ZZZ,2.000,PC,15.00,JPY,1952.000,20250901,S01400,松田電興（株）,,,0000705115,,,,00000000,000040165442,,ﾏﾂﾀﾞDK,E00A6255400,1,AB,,X,5300238366,4502415906,20250725,,20250825,20250825,1500,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012720970,00010,128,,E00B1019100,MRT-800.4HPR2 補助ﾊｰﾈｽ,,ZZZ,2.000,PC,30.00,JPY,24653.000,20250901,S01499,（株）ミトヨ電機,,,0000705119,,,,00000000,000040165442,,ﾐﾄﾖ  D,E00B1019100,0,,,X,5300237981,4502415927,20250725,,20250825,20250825,3000,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012721018,00010,128,,E00A4567600,ﾎｼﾞｮﾊｰﾈｽFXP-RFC-4W-L16501,,ZZZ,1.000,PC,39.96,JPY,3996.000,20251128,S01499,（株）ミトヨ電機,,,0000705115,,,,00000000,000040165513,,ﾐﾄﾖ  D,E00A4567600,1,AA,,X,5300204247,4502415928,20250725,,20251121,20251121,600,3000,SISSYS,,,PD,N,0.000,0.000,,,,,
0012721064,00010,128,,D00A0056600,電線購入仕様書,,ZZZ,1.000,PC,3977.00,JPY,397700.000,20260113,S00741,志村商事（株）,,,0000705114,,,,00000000,000040163307,,ﾀﾅｶDS,D00A0056600,1,,,X,5300102482,4502415859,20250725,,20260113,00000000,324520,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012721065,00010,128,,D00A0576700,ｶﾗｰｹｰﾌﾞﾙﾏｰｶｰ購入仕様書,,ZZZ,1.000,PC,842.00,JPY,84200.000,20260113,S01793,（株）小山　大阪営業所,,,0000705114,,,,00000000,000040163307,,ﾄｷﾄﾚ,D00A0576700,0,,,X,5300178558,4502415945,20250725,,20260113,20260113,90000,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012721066,00010,128,,D00A0581400,電線購入仕様書,,ZZZ,1.000,PC,176.00,JPY,17600.000,20260113,S00741,志村商事（株）,,,0000705114,,,,00000000,000040163307,,ﾀﾅｶDS,D00A0581400,0,,,X,5300179332,4502415860,20250725,,20260113,00000000,17000,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012721067,00010,128,,D00A0581401,電線購入仕様書,,ZZZ,1.000,PC,152.00,JPY,15200.000,20260113,S00741,志村商事（株）,,,0000705114,,,,00000000,000040163307,,ﾀﾅｶDS,D00A0581401,1,AA,,X,5300180382,4502415861,20250725,,20260113,00000000,70000,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012721068,00010,128,,D00A0581402,電線購入仕様書,,ZZZ,1.000,PC,216.00,JPY,21600.000,20260113,S00741,志村商事（株）,,,0000705114,,,,00000000,000040163307,,ﾀﾅｶDS,D00A0581402,0,,,X,5300180521,4502415862,20250725,,20260113,00000000,20000,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012721131,00010,128,,52031111210,"VCT 1.25# X  2C ｲﾛ.ｸﾛ,ｼﾛ*",,52,1.000,PC,4.16,JPY,416.000,20251201,S00085,光昭（株）,S00085,光昭（株）,0000705114,,,,00000000,000040165531,,ｺｳﾃﾞﾝ,,0,,,X,5300002457,4502415706,20250725,,20251015,20251015,208,0,SISSYS,,,PD,N,0.000,0.000,,,,,
0012721134,00010,128,,N00A1312600,CC-LINK UNIT PR 銘板,,ZZZ,1.000,SET,2.80,JPY,280.000,20251201,S00365,（株）ウシノハマ,S00365,（株）ウシノハマ,0000705115,,,,00000000,000040165531,,ｳｼﾉﾊﾏS,N00A1312600,0,,,,5300178351,4502417030,20250730,,20251201,20251201,450,0,SISSYS,,,PD,N,0.000,0.000,,,,,
