プラント	指図タイプ	MRP管理者	指図番号	作業/活動番号	確認番号	テキスト（短）	作業区	管理キー	品目コード	品目テキスト	予定数	工程実績	工数実績	計画終了日	WBS要素	受注伝票番号	受注明細番号
P100	ZP11	PC1	50119964	0120	0015627647	作業時間（修正）	A0830	SNF	PZZA0534101	IK-5341 S01	14			20250821		0000000000	000000
P100	ZP11	PC1	50119964	0130	0015627649	段取り（検査）	A0850	SNF	PZZA0534101	IK-5341 S01	14			20250821		0000000000	000000
P100	ZP11	PC1	50119964	0140	0015627650	機械時間（検査）	A0851	SNF	PZZA0534101	IK-5341 S01	14			20250821		0000000000	000000
P100	ZP11	PC1	50119964	0150	0015627648	作業時間（仕上げ）	A0840	SNF	PZZA0534101	IK-5341 S01	14			20250821		0000000000	000000
P100	ZP11	PC1	50119964	0160	0015627651	作業時間（検査）	A0852	MFN	PZZA0534101	IK-5341 S01	14			20250821		0000000000	000000
P100	ZP11	PC1	50119964	0910	0015627652	自部署手直し（ＰＣ）	A0880	SNF	PZZA0534101	IK-5341 S01	14			20250821		0000000000	000000
P100	ZP11	PC1	50119964	0920	0015627653	他部署手直し（ＰＣ）	A0885	SNF	PZZA0534101	IK-5341 S01	14			20250821		0000000000	000000
P100	ZP11	PC1	50119964	0930	0015627654	自部署手直し機械時間（ＰＣ）	A0890	SNF	PZZA0534101	IK-5341 S01	14			20250821		0000000000	000000
P100	ZP11	PC1	50119964	0940	0015627655	他部署手直し機械時間（ＰＣ）	A0895	SNF	PZZA0534101	IK-5341 S01	14			20250821		0000000000	000000
P100	ZP11	PC1	50119975	0010	0015627936	メイン部品払出	CW010	SNF	P00A0719906	WK-7199A S06  IGBT GATE	312	312		20250717		0000000000	000000
P100	ZP11	PC1	50119975	0020	0015627937	部品仕分け	C0931	SNF	P00A0719906	WK-7199A S06  IGBT GATE	312	312	4	20250717		0000000000	000000
P100	ZP11	PC1	50119975	0030	0015627938	段取り（チップ実装）	A0800	SNF	P00A0719906	WK-7199A S06  IGBT GATE	312	312	49	20250717		0000000000	000000
P100	ZP11	PC1	50119975	0040	0015627939	機械時間（チップ実装）	A0801	SNF	P00A0719906	WK-7199A S06  IGBT GATE	312	312	256	20250717		0000000000	000000
P100	ZP11	PC1	50119975	0050	0015627940	作業時間（チップ実装）	A0802	SNF	P00A0719906	WK-7199A S06  IGBT GATE	312	312	173	20250717		0000000000	000000
P100	ZP11	PC1	50119975	0060	0015627941	段取り（自挿）	A0810	SNF	P00A0719906	WK-7199A S06  IGBT GATE	312			20250717		0000000000	000000
P100	ZP11	PC1	50119975	0070	0015627942	機械時間（自挿）	A0811	SNF	P00A0719906	WK-7199A S06  IGBT GATE	312			20250717		0000000000	000000
P100	ZP11	PC1	50119975	0080	0015627943	作業時間（自挿）	A0812	SNF	P00A0719906	WK-7199A S06  IGBT GATE	312			20250717		0000000000	000000
P100	ZP11	PC1	50119975	0090	0015627944	段取り（手挿・修正）	A0820	SNF	P00A0719906	WK-7199A S06  IGBT GATE	312	312	204	20250717		0000000000	000000
P100	ZP11	PC1	50119975	0100	0015627945	作業時間（手挿）	A0822	SNF	P00A0719906	WK-7199A S06  IGBT GATE	312	312	614	20250717		0000000000	000000
P100	ZP11	PC1	50119975	0110	0015627946	機械時間（手挿）	A0821	SNF	P00A0719906	WK-7199A S06  IGBT GATE	312	312	60	20250717		0000000000	000000
P100	ZP11	PC1	50119975	0120	0015627947	作業時間（修正）	A0830	SNF	P00A0719906	WK-7199A S06  IGBT GATE	312	40	160	20250717		0000000000	000000
P100	ZP11	PC1	50119975	0130	0015627948	段取り（検査）	A0850	SNF	P00A0719906	WK-7199A S06  IGBT GATE	312		5	20250717		0000000000	000000
P100	ZP11	PC1	50119975	0140	0015627949	機械時間（検査）	A0851	SNF	P00A0719906	WK-7199A S06  IGBT GATE	312			20250717		0000000000	000000
P100	ZP11	PC1	50119975	0150	0015627950	作業時間（仕上げ）	A0840	SNF	P00A0719906	WK-7199A S06  IGBT GATE	312			20250717		0000000000	000000
P100	ZP11	PC1	50119975	0160	0015627951	作業時間（検査）	A0852	MFN	P00A0719906	WK-7199A S06  IGBT GATE	312		25	20250717		0000000000	000000
P100	ZP11	PC1	50119975	0910	0015627952	自部署手直し（ＰＣ）	A0880	SNF	P00A0719906	WK-7199A S06  IGBT GATE	312			20250717		0000000000	000000
P100	ZP11	PC1	50119975	0920	0015627953	他部署手直し（ＰＣ）	A0885	SNF	P00A0719906	WK-7199A S06  IGBT GATE	312			20250717		0000000000	000000
P100	ZP11	PC1	50119975	0930	0015627954	自部署手直し機械時間（ＰＣ）	A0890	SNF	P00A0719906	WK-7199A S06  IGBT GATE	312			20250717		0000000000	000000
P100	ZP11	PC1	50119975	0940	0015627955	他部署手直し機械時間（ＰＣ）	A0895	SNF	P00A0719906	WK-7199A S06  IGBT GATE	312			20250717		0000000000	000000
P100	ZP11	PC1	50119985	0010	0015628136	メイン部品払出	CW010	SNF	P0A381400	GK-3814C D/D CONV(RF DDC)	30	30		20250804		0000000000	000000
P100	ZP11	PC1	50119985	0020	0015628137	部品仕分け	C0931	SNF	P0A381400	GK-3814C D/D CONV(RF DDC)	30	30	14	20250804		0000000000	000000
P100	ZP11	PC1	50119985	0030	0015628138	段取り（チップ実装）	A0800	SNF	P0A381400	GK-3814C D/D CONV(RF DDC)	30			20250804		0000000000	000000
P100	ZP11	PC1	50119985	0040	0015628139	機械時間（チップ実装）	A0801	SNF	P0A381400	GK-3814C D/D CONV(RF DDC)	30			20250804		0000000000	000000
P100	ZP11	PC1	50119985	0050	0015628140	作業時間（チップ実装）	A0802	SNF	P0A381400	GK-3814C D/D CONV(RF DDC)	30			20250804		0000000000	000000
P100	ZP11	PC1	50119985	0060	0015628141	段取り（自挿）	A0810	SNF	P0A381400	GK-3814C D/D CONV(RF DDC)	30	30	14	20250804		0000000000	000000
P100	ZP11	PC1	50119985	0070	0015628142	機械時間（自挿）	A0811	SNF	P0A381400	GK-3814C D/D CONV(RF DDC)	30	30	27	20250804		0000000000	000000
P100	ZP11	PC1	50119985	0080	0015628143	作業時間（自挿）	A0812	SNF	P0A381400	GK-3814C D/D CONV(RF DDC)	30	30	67	20250804		0000000000	000000
P100	ZP11	PC1	50119985	0090	0015628144	段取り（手挿・修正）	A0820	SNF	P0A381400	GK-3814C D/D CONV(RF DDC)	30	30	225	20250804		0000000000	000000
P100	ZP11	PC1	50119985	0100	0015628146	作業時間（手挿）	A0822	SNF	P0A381400	GK-3814C D/D CONV(RF DDC)	30	30	305	20250804		0000000000	000000
P100	ZP11	PC1	50119985	0110	0015628145	機械時間（手挿）	A0821	SNF	P0A381400	GK-3814C D/D CONV(RF DDC)	30	30	20	20250804		0000000000	000000
P100	ZP11	PC1	50119985	0120	0015628147	作業時間（修正）	A0830	SNF	P0A381400	GK-3814C D/D CONV(RF DDC)	30	30	70	20250804		0000000000	000000
P100	ZP11	PC1	50119985	0130	0015628149	段取り（検査）	A0850	SNF	P0A381400	GK-3814C D/D CONV(RF DDC)	30		15	20250804		0000000000	000000
P100	ZP11	PC1	50119985	0140	0015628150	機械時間（検査）	A0851	SNF	P0A381400	GK-3814C D/D CONV(RF DDC)	30	30	30	20250804		0000000000	000000
P100	ZP11	PC1	50119985	0150	0015628148	作業時間（仕上げ）	A0840	SNF	P0A381400	GK-3814C D/D CONV(RF DDC)	30			20250804		0000000000	000000
P100	ZP11	PC1	50119985	0160	0015628151	作業時間（検査）	A0852	MFN	P0A381400	GK-3814C D/D CONV(RF DDC)	30		45	20250804		0000000000	000000
P100	ZP11	PC1	50119985	0910	0015628152	自部署手直し（ＰＣ）	A0880	SNF	P0A381400	GK-3814C D/D CONV(RF DDC)	30			20250804		0000000000	000000
P100	ZP11	PC1	50119985	0920	0015628153	他部署手直し（ＰＣ）	A0885	SNF	P0A381400	GK-3814C D/D CONV(RF DDC)	30			20250804		0000000000	000000
P100	ZP11	PC1	50119985	0930	0015628154	自部署手直し機械時間（ＰＣ）	A0890	SNF	P0A381400	GK-3814C D/D CONV(RF DDC)	30			20250804		0000000000	000000
P100	ZP11	PC1	50119985	0940	0015628155	他部署手直し機械時間（ＰＣ）	A0895	SNF	P0A381400	GK-3814C D/D CONV(RF DDC)	30			20250804		0000000000	000000
P100	ZP11	PC1	50120009	0010	0015678846	メイン部品払出	CW010	SNF	P0A467500	MK-4675   LD OPEN DET.PCB	6	6		20250827		0000000000	000000
P100	ZP11	PC1	50120009	0020	0015678847	部品仕分け	C0931	SNF	P0A467500	MK-4675   LD OPEN DET.PCB	6	6	2	20250827		0000000000	000000
P100	ZP11	PC1	50120009	0030	0015678848	段取り（チップ実装）	A0800	SNF	P0A467500	MK-4675   LD OPEN DET.PCB	6	6	53	20250827		0000000000	000000
P100	ZP11	PC1	50120009	0040	0015678849	機械時間（チップ実装）	A0801	SNF	P0A467500	MK-4675   LD OPEN DET.PCB	6	6	41	20250827		0000000000	000000
P100	ZP11	PC1	50120009	0050	0015678850	作業時間（チップ実装）	A0802	SNF	P0A467500	MK-4675   LD OPEN DET.PCB	6	6	27	20250827		0000000000	000000
P100	ZP11	PC1	50120009	0060	0015678851	段取り（自挿）	A0810	SNF	P0A467500	MK-4675   LD OPEN DET.PCB	6	6	5	20250827		0000000000	000000
P100	ZP11	PC1	50120009	0070	0015678852	機械時間（自挿）	A0811	SNF	P0A467500	MK-4675   LD OPEN DET.PCB	6	6	1	20250827		0000000000	000000
P100	ZP11	PC1	50120009	0080	0015678853	作業時間（自挿）	A0812	SNF	P0A467500	MK-4675   LD OPEN DET.PCB	6	6	31	20250827		0000000000	000000
P100	ZP11	PC1	50120009	0090	0015678854	段取り（手挿・修正）	A0820	SNF	P0A467500	MK-4675   LD OPEN DET.PCB	6	6		20250827		0000000000	000000
P100	ZP11	PC1	50120009	0100	0015678856	作業時間（手挿）	A0822	SNF	P0A467500	MK-4675   LD OPEN DET.PCB	6	6	23	20250827		0000000000	000000
P100	ZP11	PC1	50120009	0110	0015678855	機械時間（手挿）	A0821	SNF	P0A467500	MK-4675   LD OPEN DET.PCB	6	6	5	20250827		0000000000	000000
P100	ZP11	PC1	50120009	0120	0015678857	作業時間（修正）	A0830	SNF	P0A467500	MK-4675   LD OPEN DET.PCB	6			20250827		0000000000	000000
P100	ZP11	PC1	50120009	0130	0015678859	段取り（検査）	A0850	SNF	P0A467500	MK-4675   LD OPEN DET.PCB	6			20250827		0000000000	000000
P100	ZP11	PC1	50120009	0140	0015678860	機械時間（検査）	A0851	SNF	P0A467500	MK-4675   LD OPEN DET.PCB	6			20250827		0000000000	000000
P100	ZP11	PC1	50120009	0150	0015678858	作業時間（仕上げ）	A0840	SNF	P0A467500	MK-4675   LD OPEN DET.PCB	6			20250827		0000000000	000000
P100	ZP11	PC1	50120009	0160	0015678861	作業時間（検査）	A0852	MFN	P0A467500	MK-4675   LD OPEN DET.PCB	6			20250827		0000000000	000000
P100	ZP11	PC1	50120009	0910	0015678862	自部署手直し（ＰＣ）	A0880	SNF	P0A467500	MK-4675   LD OPEN DET.PCB	6			20250827		0000000000	000000
P100	ZP11	PC1	50120009	0920	0015678863	他部署手直し（ＰＣ）	A0885	SNF	P0A467500	MK-4675   LD OPEN DET.PCB	6			20250827		0000000000	000000
P100	ZP11	PC1	50120009	0930	0015678864	自部署手直し機械時間（ＰＣ）	A0890	SNF	P0A467500	MK-4675   LD OPEN DET.PCB	6			20250827		0000000000	000000
P100	ZP11	PC1	50120009	0940	0015678865	他部署手直し機械時間（ＰＣ）	A0895	SNF	P0A467500	MK-4675   LD OPEN DET.PCB	6			20250827		0000000000	000000
P100	ZP11	PC1	50120013	0010	0015678926	メイン部品払出	CW010	SNF	P00A0772200	FK-7722      NJM324C  SOP	240	240		20250827		0000000000	000000
P100	ZP11	PC1	50120013	0020	0015678927	部品仕分け	C0931	SNF	P00A0772200	FK-7722      NJM324C  SOP	240	240		20250827		0000000000	000000
P100	ZP11	PC1	50120013	0030	0015678928	段取り（チップ実装）	A0800	SNF	P00A0772200	FK-7722      NJM324C  SOP	240		10	20250827		0000000000	000000
P100	ZP11	PC1	50120013	0040	0015678929	機械時間（チップ実装）	A0801	SNF	P00A0772200	FK-7722      NJM324C  SOP	240		30	20250827		0000000000	000000
P100	ZP11	PC1	50120013	0050	0015678930	作業時間（チップ実装）	A0802	SNF	P00A0772200	FK-7722      NJM324C  SOP	240		20	20250827		0000000000	000000
P100	ZP11	PC1	50120013	0060	0015678931	段取り（自挿）	A0810	SNF	P00A0772200	FK-7722      NJM324C  SOP	240			20250827		0000000000	000000
P100	ZP11	PC1	50120013	0070	0015678932	機械時間（自挿）	A0811	SNF	P00A0772200	FK-7722      NJM324C  SOP	240			20250827		0000000000	000000
P100	ZP11	PC1	50120013	0080	0015678933	作業時間（自挿）	A0812	SNF	P00A0772200	FK-7722      NJM324C  SOP	240			20250827		0000000000	000000
P100	ZP11	PC1	50120013	0090	0015678934	段取り（手挿・修正）	A0820	SNF	P00A0772200	FK-7722      NJM324C  SOP	240			20250827		0000000000	000000
P100	ZP11	PC1	50120013	0100	0015678935	作業時間（手挿）	A0822	SNF	P00A0772200	FK-7722      NJM324C  SOP	240			20250827		0000000000	000000
P100	ZP11	PC1	50120013	0110	0015678936	機械時間（手挿）	A0821	SNF	P00A0772200	FK-7722      NJM324C  SOP	240			20250827		0000000000	000000
P100	ZP11	PC1	50120013	0120	0015678937	作業時間（修正）	A0830	SNF	P00A0772200	FK-7722      NJM324C  SOP	240			20250827		0000000000	000000
P100	ZP11	PC1	50120013	0130	0015678938	段取り（検査）	A0850	SNF	P00A0772200	FK-7722      NJM324C  SOP	240			20250827		0000000000	000000
P100	ZP11	PC1	50120013	0140	0015678939	機械時間（検査）	A0851	SNF	P00A0772200	FK-7722      NJM324C  SOP	240			20250827		0000000000	000000
P100	ZP11	PC1	50120013	0150	0015678940	作業時間（仕上げ）	A0840	SNF	P00A0772200	FK-7722      NJM324C  SOP	240			20250827		0000000000	000000
P100	ZP11	PC1	50120013	0160	0015678941	作業時間（検査）	A0852	MFN	P00A0772200	FK-7722      NJM324C  SOP	240			20250827		0000000000	000000
P100	ZP11	PC1	50120013	0910	0015678942	自部署手直し（ＰＣ）	A0880	SNF	P00A0772200	FK-7722      NJM324C  SOP	240			20250827		0000000000	000000
P100	ZP11	PC1	50120013	0920	0015678943	他部署手直し（ＰＣ）	A0885	SNF	P00A0772200	FK-7722      NJM324C  SOP	240			20250827		0000000000	000000
P100	ZP11	PC1	50120013	0930	0015678944	自部署手直し機械時間（ＰＣ）	A0890	SNF	P00A0772200	FK-7722      NJM324C  SOP	240			20250827		0000000000	000000
P100	ZP11	PC1	50120013	0940	0015678945	他部署手直し機械時間（ＰＣ）	A0895	SNF	P00A0772200	FK-7722      NJM324C  SOP	240			20250827		0000000000	000000
P100	ZP11	PC1	50120016	0010	0015678998	メイン部品払出	CW010	SNF	PZZA0554929	WK-5549D S29 200A AC CTRL	3	3		20250806		0000000000	000000
P100	ZP11	PC1	50120016	0020	0015678999	部品仕分け	C0931	SNF	PZZA0554929	WK-5549D S29 200A AC CTRL	3	3	12	20250806		0000000000	000000
P100	ZP11	PC1	50120016	0030	0015679000	段取り（チップ実装）	A0800	SNF	PZZA0554929	WK-5549D S29 200A AC CTRL	3	3	13	20250806		0000000000	000000
P100	ZP11	PC1	50120016	0040	0015679001	機械時間（チップ実装）	A0801	SNF	PZZA0554929	WK-5549D S29 200A AC CTRL	3	3	31	20250806		0000000000	000000
P100	ZP11	PC1	50120016	0050	0015679002	作業時間（チップ実装）	A0802	SNF	PZZA0554929	WK-5549D S29 200A AC CTRL	3	3	30	20250806		0000000000	000000
P100	ZP11	PC1	50120016	0060	0015679003	段取り（自挿）	A0810	SNF	PZZA0554929	WK-5549D S29 200A AC CTRL	3			20250806		0000000000	000000
P100	ZP11	PC1	50120016	0070	0015679004	機械時間（自挿）	A0811	SNF	PZZA0554929	WK-5549D S29 200A AC CTRL	3			20250806		0000000000	000000
P100	ZP11	PC1	50120016	0080	0015679005	作業時間（自挿）	A0812	SNF	PZZA0554929	WK-5549D S29 200A AC CTRL	3			20250806		0000000000	000000
P100	ZP11	PC1	50120016	0090	0015679006	段取り（手挿・修正）	A0820	SNF	PZZA0554929	WK-5549D S29 200A AC CTRL	3			20250806		0000000000	000000
P100	ZP11	PC1	50120016	0100	0015679007	作業時間（手挿）	A0822	SNF	PZZA0554929	WK-5549D S29 200A AC CTRL	3	3	10	20250806		0000000000	000000
P100	ZP11	PC1	50120016	0110	0015679008	機械時間（手挿）	A0821	SNF	PZZA0554929	WK-5549D S29 200A AC CTRL	3			20250806		0000000000	000000
P100	ZP11	PC1	50120016	0120	0015679009	作業時間（修正）	A0830	SNF	PZZA0554929	WK-5549D S29 200A AC CTRL	3			20250806		0000000000	000000
P100	ZP11	PC1	50120016	0130	0015679010	段取り（検査）	A0850	SNF	PZZA0554929	WK-5549D S29 200A AC CTRL	3			20250806		0000000000	000000
P100	ZP11	PC1	50120016	0140	0015679011	機械時間（検査）	A0851	SNF	PZZA0554929	WK-5549D S29 200A AC CTRL	3			20250806		0000000000	000000
P100	ZP11	PC1	50120016	0150	0015679012	作業時間（仕上げ）	A0840	SNF	PZZA0554929	WK-5549D S29 200A AC CTRL	3			20250806		0000000000	000000
P100	ZP11	PC1	50120016	0160	0015679013	作業時間（検査）	A0852	MFN	PZZA0554929	WK-5549D S29 200A AC CTRL	3			20250806		0000000000	000000
P100	ZP11	PC1	50120016	0910	0015679014	自部署手直し（ＰＣ）	A0880	SNF	PZZA0554929	WK-5549D S29 200A AC CTRL	3			20250806		0000000000	000000
P100	ZP11	PC1	50120016	0920	0015679015	他部署手直し（ＰＣ）	A0885	SNF	PZZA0554929	WK-5549D S29 200A AC CTRL	3			20250806		0000000000	000000
P100	ZP11	PC1	50120016	0930	0015679016	自部署手直し機械時間（ＰＣ）	A0890	SNF	PZZA0554929	WK-5549D S29 200A AC CTRL	3			20250806		0000000000	000000
P100	ZP11	PC1	50120016	0940	0015679017	他部署手直し機械時間（ＰＣ）	A0895	SNF	PZZA0554929	WK-5549D S29 200A AC CTRL	3			20250806		0000000000	000000
P100	ZP11	PC1	50120021	0010	0015696522	メイン部品払出	CW010	SNF	P0A365900	LK-3659  3ｿ4W ACV2 ZNR	6			20250821		0000000000	000000
P100	ZP11	PC1	50120021	0020	0015696523	部品仕分け	C0931	SNF	P0A365900	LK-3659  3ｿ4W ACV2 ZNR	6			20250821		0000000000	000000
P100	ZP11	PC1	50120021	0025	0015696542	外注先部品払出	A0802	SNF	P0A365900	LK-3659  3ｿ4W ACV2 ZNR	6			20250821		0000000000	000000
P100	ZP11	PC1	50120021	0030	0015696524	段取り（チップ実装）	A0800	SNF	P0A365900	LK-3659  3ｿ4W ACV2 ZNR	6			20250821		0000000000	000000
P100	ZP11	PC1	50120021	0040	0015696525	機械時間（チップ実装）	A0801	SNF	P0A365900	LK-3659  3ｿ4W ACV2 ZNR	6			20250821		0000000000	000000
P100	ZP11	PC1	50120021	0050	0015696526	作業時間（チップ実装）	A0802	SNF	P0A365900	LK-3659  3ｿ4W ACV2 ZNR	6			20250821		0000000000	000000
P100	ZP11	PC1	50120021	0060	0015696527	段取り（自挿）	A0810	SNF	P0A365900	LK-3659  3ｿ4W ACV2 ZNR	6	6	12	20250821		0000000000	000000
P100	ZP11	PC1	50120021	0070	0015696528	機械時間（自挿）	A0811	SNF	P0A365900	LK-3659  3ｿ4W ACV2 ZNR	6	6	1	20250821		0000000000	000000
P100	ZP11	PC1	50120021	0080	0015696529	作業時間（自挿）	A0812	SNF	P0A365900	LK-3659  3ｿ4W ACV2 ZNR	6	6	28	20250821		0000000000	000000
P100	ZP11	PC1	50120021	0090	0015696530	段取り（手挿・修正）	A0820	SNF	P0A365900	LK-3659  3ｿ4W ACV2 ZNR	6			20250821		0000000000	000000
P100	ZP11	PC1	50120021	0100	0015696532	作業時間（手挿）	A0822	SNF	P0A365900	LK-3659  3ｿ4W ACV2 ZNR	6			20250821		0000000000	000000
P100	ZP11	PC1	50120021	0110	0015696531	機械時間（手挿）	A0821	SNF	P0A365900	LK-3659  3ｿ4W ACV2 ZNR	6			20250821		0000000000	000000
P100	ZP11	PC1	50120021	0120	0015696533	作業時間（修正）	A0830	SNF	P0A365900	LK-3659  3ｿ4W ACV2 ZNR	6			20250821		0000000000	000000
P100	ZP11	PC1	50120021	0130	0015696535	段取り（検査）	A0850	SNF	P0A365900	LK-3659  3ｿ4W ACV2 ZNR	6			20250821		0000000000	000000
P100	ZP11	PC1	50120021	0140	0015696536	機械時間（検査）	A0851	SNF	P0A365900	LK-3659  3ｿ4W ACV2 ZNR	6			20250821		0000000000	000000
P100	ZP11	PC1	50120021	0150	0015696534	作業時間（仕上げ）	A0840	SNF	P0A365900	LK-3659  3ｿ4W ACV2 ZNR	6			20250821		0000000000	000000
P100	ZP11	PC1	50120021	0160	0015696537	作業時間（検査）	A0852	MFN	P0A365900	LK-3659  3ｿ4W ACV2 ZNR	6			20250821		0000000000	000000
P100	ZP11	PC1	50120021	0910	0015696538	自部署手直し（ＰＣ）	A0880	SNF	P0A365900	LK-3659  3ｿ4W ACV2 ZNR	6			20250821		0000000000	000000
P100	ZP11	PC1	50120021	0920	0015696539	他部署手直し（ＰＣ）	A0885	SNF	P0A365900	LK-3659  3ｿ4W ACV2 ZNR	6			20250821		0000000000	000000
P100	ZP11	PC1	50120021	0930	0015696540	自部署手直し機械時間（ＰＣ）	A0890	SNF	P0A365900	LK-3659  3ｿ4W ACV2 ZNR	6			20250821		0000000000	000000
P100	ZP11	PC1	50120021	0940	0015696541	他部署手直し機械時間（ＰＣ）	A0895	SNF	P0A365900	LK-3659  3ｿ4W ACV2 ZNR	6			20250821		0000000000	000000
P100	ZP11	PC1	50120044	0010	0015697062	メイン部品払出	CW010	SNF	P00A0752100	WK-7521D PILOT MAIN PCB	15	15		20250731		0000000000	000000
P100	ZP11	PC1	50120044	0020	0015697063	部品仕分け	C0931	SNF	P00A0752100	WK-7521D PILOT MAIN PCB	15	15		20250731		0000000000	000000
P100	ZP11	PC1	50120044	0030	0015697064	段取り（チップ実装）	A0800	SNF	P00A0752100	WK-7521D PILOT MAIN PCB	15			20250731		0000000000	000000
P100	ZP11	PC1	50120044	0040	0015697065	機械時間（チップ実装）	A0801	SNF	P00A0752100	WK-7521D PILOT MAIN PCB	15			20250731		0000000000	000000
P100	ZP11	PC1	50120044	0050	0015697066	作業時間（チップ実装）	A0802	SNF	P00A0752100	WK-7521D PILOT MAIN PCB	15			20250731		0000000000	000000
P100	ZP11	PC1	50120044	0060	0015697067	段取り（自挿）	A0810	SNF	P00A0752100	WK-7521D PILOT MAIN PCB	15	15	51	20250731		0000000000	000000
P100	ZP11	PC1	50120044	0070	0015697068	機械時間（自挿）	A0811	SNF	P00A0752100	WK-7521D PILOT MAIN PCB	15	15	37	20250731		0000000000	000000
P100	ZP11	PC1	50120044	0080	0015697069	作業時間（自挿）	A0812	SNF	P00A0752100	WK-7521D PILOT MAIN PCB	15	15	85	20250731		0000000000	000000
P100	ZP11	PC1	50120044	0090	0015697070	段取り（手挿・修正）	A0820	SNF	P00A0752100	WK-7521D PILOT MAIN PCB	15	15	240	20250731		0000000000	000000
P100	ZP11	PC1	50120044	0100	0015697072	作業時間（手挿）	A0822	SNF	P00A0752100	WK-7521D PILOT MAIN PCB	15	15	340	20250731		0000000000	000000
P100	ZP11	PC1	50120044	0110	0015697071	機械時間（手挿）	A0821	SNF	P00A0752100	WK-7521D PILOT MAIN PCB	15	15	15	20250731		0000000000	000000
P100	ZP11	PC1	50120044	0120	0015697073	作業時間（修正）	A0830	SNF	P00A0752100	WK-7521D PILOT MAIN PCB	15	15	155	20250731		0000000000	000000
P100	ZP11	PC1	50120044	0130	0015697075	段取り（検査）	A0850	SNF	P00A0752100	WK-7521D PILOT MAIN PCB	15	15	27	20250731		0000000000	000000
P100	ZP11	PC1	50120044	0140	0015697076	機械時間（検査）	A0851	SNF	P00A0752100	WK-7521D PILOT MAIN PCB	15	15	15	20250731		0000000000	000000
P100	ZP11	PC1	50120044	0150	0015697074	作業時間（仕上げ）	A0840	SNF	P00A0752100	WK-7521D PILOT MAIN PCB	15	15	285	20250731		0000000000	000000
P100	ZP11	PC1	50120044	0160	0015697077	作業時間（検査）	A0852	MFN	P00A0752100	WK-7521D PILOT MAIN PCB	15	15	70	20250731		0000000000	000000
P100	ZP11	PC1	50120044	0910	0015697078	自部署手直し（ＰＣ）	A0880	SNF	P00A0752100	WK-7521D PILOT MAIN PCB	15			20250731		0000000000	000000
P100	ZP11	PC1	50120044	0920	0015697079	他部署手直し（ＰＣ）	A0885	SNF	P00A0752100	WK-7521D PILOT MAIN PCB	15			20250731		0000000000	000000
P100	ZP11	PC1	50120044	0930	0015697080	自部署手直し機械時間（ＰＣ）	A0890	SNF	P00A0752100	WK-7521D PILOT MAIN PCB	15			20250731		0000000000	000000
P100	ZP11	PC1	50120044	0940	0015697081	他部署手直し機械時間（ＰＣ）	A0895	SNF	P00A0752100	WK-7521D PILOT MAIN PCB	15			20250731		0000000000	000000
P100	ZP11	PC1	50120059	0010	0015698722	メイン部品払出	CW010	SNF	P00A0717122	MK-7171D U22 (MK691 SD9)	8	8		20250827		0000000000	000000
P100	ZP11	PC1	50120059	0020	0015698723	部品仕分け	C0931	SNF	P00A0717122	MK-7171D U22 (MK691 SD9)	8	8	3	20250827		0000000000	000000
P100	ZP11	PC1	50120059	0030	0015698724	段取り（チップ実装）	A0800	SNF	P00A0717122	MK-7171D U22 (MK691 SD9)	8	8	13	20250827		0000000000	000000
P100	ZP11	PC1	50120059	0040	0015698725	機械時間（チップ実装）	A0801	SNF	P00A0717122	MK-7171D U22 (MK691 SD9)	8	8	32	20250827		0000000000	000000
P100	ZP11	PC1	50120059	0050	0015698726	作業時間（チップ実装）	A0802	SNF	P00A0717122	MK-7171D U22 (MK691 SD9)	8	8	40	20250827		0000000000	000000
P100	ZP11	PC1	50120059	0060	0015698727	段取り（自挿）	A0810	SNF	P00A0717122	MK-7171D U22 (MK691 SD9)	8	8	30	20250827		0000000000	000000
P100	ZP11	PC1	50120059	0070	0015698728	機械時間（自挿）	A0811	SNF	P00A0717122	MK-7171D U22 (MK691 SD9)	8	8	61	20250827		0000000000	000000
P100	ZP11	PC1	50120059	0080	0015698729	作業時間（自挿）	A0812	SNF	P00A0717122	MK-7171D U22 (MK691 SD9)	8	8	189	20250827		0000000000	000000
P100	ZP11	PC1	50120059	0090	0015698730	段取り（手挿・修正）	A0820	SNF	P00A0717122	MK-7171D U22 (MK691 SD9)	8	8	72	20250827		0000000000	000000
P100	ZP11	PC1	50120059	0100	0015698732	作業時間（手挿）	A0822	SNF	P00A0717122	MK-7171D U22 (MK691 SD9)	8	8	110	20250827		0000000000	000000
P100	ZP11	PC1	50120059	0110	0015698731	機械時間（手挿）	A0821	SNF	P00A0717122	MK-7171D U22 (MK691 SD9)	8	8	15	20250827		0000000000	000000
P100	ZP11	PC1	50120059	0120	0015698733	作業時間（修正）	A0830	SNF	P00A0717122	MK-7171D U22 (MK691 SD9)	8	8	45	20250827		0000000000	000000
P100	ZP11	PC1	50120059	0130	0015698735	段取り（検査）	A0850	SNF	P00A0717122	MK-7171D U22 (MK691 SD9)	8	8	29	20250827		0000000000	000000
P100	ZP11	PC1	50120059	0140	0015698736	機械時間（検査）	A0851	SNF	P00A0717122	MK-7171D U22 (MK691 SD9)	8	8	68	20250827		0000000000	000000
P100	ZP11	PC1	50120059	0150	0015698734	作業時間（仕上げ）	A0840	SNF	P00A0717122	MK-7171D U22 (MK691 SD9)	8	8	30	20250827		0000000000	000000
