連番1	連番2	連番3	所要区分	親指図番号	割当(WBS)	受注伝票	入出庫番号	入庫保管場所	親品目コード	親品目テキスト	原価センタテキスト	出荷伝票	出庫数量	親MRP管理者	親指図計画開始日	親指図計画終了日	BOM明細番号	子指図番号	子品目コード	子品目テキスト	所要日	所要残数	在庫数	在庫引当	所要引当残数	子MRP管理者	購買発注番号	子指図計画開始日	子指図計画終了日	計画数量	計画引当	計画引当残数	作業区４	作業区５	払出完了	進捗	工程(子)	C	A	C,A以外	作業0020時間(分)	作業0030時間(分)	作業0040時間(分)	作業0050時間(分)	作業0060時間(分)	検査	標準原価	指図テキスト
0000001066	0000000004	0000000002	製造指図出庫	10133281			8153810-0035	1910	A4A629900	MRS-20002T (RC10M)			12.000	B10	2025/09/24	2025/10/16	0460	50119832	P0A222806	MK-2228E S06	2025/09/24	12.000	0.000	0.000	12.000	PC1		2025/09/02	2025/09/23	12.000	11.000	1.000	A0801	A0802	○	○○○○○○○○		2,016	2,880	972	0.000	35.000	32.000	4.000	30.000	D	21,476.000000	
0000001067	0000000005	0000000002	製造指図出庫	40164707	M-0343853-10	343853-0010	8137990-0020		A00A0841400	MRS-20001AT			1.000	B50	2025/12/24	2026/01/27	0190	50119832	P0A222806	MK-2228E S06	2025/12/24	1.000	0.000	0.000	1.000	PC1		2025/09/02	2025/09/23	12.000	1.000	0.000	A0801	A0802	○	○○○○○○○○		2,016	2,880	972	0.000	35.000	32.000	4.000	30.000	D	21,476.000000	
0000001068	0000000001	0000000001	製造指図出庫	40163857	M-0341986-10	341986-0010	8103778-0006		A00A2113100	MRS-5010PRT			1.000	B50	2026/01/07	2026/01/26	0050	50119817	P0A222809	MK-2228E S09 5V CONTRL	2026/01/07	1.000	0.000	0.000	1.000	PC1		2025/12/08	2025/12/26	1.000	1.000	0.000	A0801	A0802	○	○○○○○○○○		168	237	84	0.000	35.000	32.000	4.000	30.000	D	34,726.000000	
0000001069	0000000001	0000000001	製造指図出庫	40165072	M-0344987-10	344987-0010	8155661-0038		A00A1996800	MRS-10010T			1.000	B50	2025/10/10	2025/10/29	0370	50120168	P0A222824	MK-2228E S24 10V	2025/10/10	1.000	0.000	0.000	1.000	PC1		2025/09/19	2025/10/09	3.000	1.000	2.000	A0801	A0802	○	○○○○○○○○		504	721	243	0.000	35.000	32.000	4.000	30.000	D	25,537.000000	
0000001070	0000000002	0000000001	製造指図出庫	10133102			8125469-0055	1911	A00A0604101	MRS-10030AT-40-1(RC10M)			2.000	B50	2025/11/26	2025/12/12	0140	50120168	P0A222824	MK-2228E S24 10V	2025/11/26	2.000	0.000	0.000	2.000	PC1		2025/09/19	2025/10/09	3.000	2.000	0.000	A0801	A0802	○	○○○○○○○○		504	721	243	0.000	35.000	32.000	4.000	30.000	D	25,537.000000	
0000001071	0000000003	0000000002	製造指図出庫	10133608			8177137-0055	1911	A00A0604101	MRS-10030AT-40-1(RC10M)			4.000	B50	2025/12/22	2026/01/15	0140	50119642	P0A222824	MK-2228E S24 10V	2025/12/22	4.000	0.000	0.000	4.000	PC1		2025/10/30	2025/11/20	7.000	4.000	3.000	A0801	A0802	○	○○○○○○○○		1,176	1,680	567	0.000	35.000	32.000	4.000	30.000	D	25,537.000000	
0000001072	0000000004	0000000002	製造指図出庫	10133103			8125470-0055	1911	A00A0604101	MRS-10030AT-40-1(RC10M)			3.000	B50	2026/01/07	2026/01/27	0140	50119642	P0A222824	MK-2228E S24 10V	2026/01/07	3.000	0.000	0.000	3.000	PC1		2025/10/30	2025/11/20	7.000	3.000	0.000	A0801	A0802	○	○○○○○○○○		1,176	1,680	567	0.000	35.000	32.000	4.000	30.000	D	25,537.000000	
0000001073	0000000001	0000000001	製造指図出庫	40163859	M-0341989-10	341989-0010	8103779-0048		A5A680200	MRS-20005A (RC20M)			1.000	B50	2025/12/19	2026/01/09	0470	50119717	P0A222826	MK-2228E S26 20V 60S	2025/12/19	1.000	0.000	0.000	1.000	PC1		2025/11/20	2025/12/11	1.000	1.000	0.000	A0801	A0802	○	○○○○○○○○		168	240	81	0.000	35.000	32.000	4.000	30.000	D	34,716.000000	
0000001074	0000000001	0000000001	製造指図出庫	40165003	M-0344759-10	344759-0010	8155191-0016		A00A2133200	MRS-25040AT(RC20M)			1.000	B50	2025/12/15	2026/01/14	0150	50120284	P0A2228B0	MK-2228E UB0 SINGLE 25V	2025/12/15	1.000	0.000	0.000	1.000	PC1		2025/11/20	2025/12/11	1.000	1.000	0.000	A0801	A0802	○	○○○○○○○○		0	0	13	0.000	0.000	0.000	0.000	53.000	D	33,077.000000	
0000001075	0000000001		製造指図出庫	40159918	G-0332918-10	332918-0010	7981836-0011		A00A2045400	SCH1WF7-125-21KC(A)			1.000	C17	2025/07/01	2025/10/29	0100		P0A227200	GK-2272A ｹﾞｰﾄｶｲﾛ	2025/07/01	6.000	51.000	6.000	0.000																						3,679.000000	
0000001076	0000000002		製造指図出庫	40162913	G-0332918-40	332918-0040	8084770-0011		A00A2089900	SCH1WF7-125-21KC(B)			1.000	C17	2025/07/01	2025/10/29	0100		P0A227200	GK-2272A ｹﾞｰﾄｶｲﾛ	2025/07/01	6.000	51.000	6.000	0.000																						3,679.000000	
0000001077	0000000003		製造指図出庫	40165393	G-0345860-10	345860-0010	8170318-0008		A00A2145400	MCF Bﾗｲﾝ(125V42kA)予備品			1.000	C51	2025/09/10	2025/10/29	0070		P0A227200	GK-2272A ｹﾞｰﾄｶｲﾛ	2025/09/10	1.000	51.000	1.000	0.000																						3,679.000000	
0000001078	0000000004		製造指図出庫	40161150	G-0335960-10	335960-0010	8032540-0007		A00A2086500	SCB6WF7-60-20KC			2.000	C17	2025/09/11	2025/12/11	0060		P0A227200	GK-2272A ｹﾞｰﾄｶｲﾛ	2025/09/11	12.000	51.000	12.000	0.000																						3,679.000000	
0000001079	0000000005		製造指図出庫	40161153	G-0335960-40	335960-0040	8032543-0013		A00A2086600	SCB6WF7-60-20KC予備品			1.000	C51	2025/10/17	2025/12/11	0120		P0A227200	GK-2272A ｹﾞｰﾄｶｲﾛ	2025/10/17	1.000	51.000	1.000	0.000																						3,679.000000	
0000001080	0000000001		製造指図出庫	R342252			8105780-0006	1910	P0A227204	GK-2272AS04 ｹﾞｰﾄｶｲﾛ			1.000	B70	2025/08/26	2025/09/03	0010		P0A227204	GK-2272AS04 ｹﾞｰﾄｶｲﾛ	2025/08/26	1.000	4.000	1.000	0.000																						2,666.000000	
0000001081	0000000002		製造指図出庫	40165257	G-0345411-10	345411-0010	8163713-0008		A00A1843200	THYｽﾀｯｸ SCH1F7-47-12600LC			1.000	C51	2025/10/08	2025/10/29	0070		P0A227204	GK-2272AS04 ｹﾞｰﾄｶｲﾛ	2025/10/08	4.000	4.000	3.000	1.000																						2,666.000000	
0000001082	0000000002	0000000001	製造指図出庫	40165257	G-0345411-10	345411-0010	8163713-0008		A00A1843200	THYｽﾀｯｸ SCH1F7-47-12600LC			1.000	C51	2025/10/08	2025/10/29	0070	50120288	P0A227204	GK-2272AS04 ｹﾞｰﾄｶｲﾛ	2025/10/08	4.000	4.000	3.000	1.000	PC4		2025/08/06	2025/10/06	30.000	1.000	29.000			○	○－－－－－－－		0	0	270	0.000	0.000	0.000	0.000	0.000	B	2,666.000000	
0000001083	0000000003	0000000001	製造指図出庫	40161908	M-0338100-10	338100-0010	8055924-0019		A00A2061400	SCB6WF7-22-22KSVC×2HP			1.000	C17	2025/10/14	2025/12/26	0180	50120288	P0A227204	GK-2272AS04 ｹﾞｰﾄｶｲﾛ	2025/10/14	12.000	4.000	0.000	12.000	PC4		2025/08/06	2025/10/06	30.000	12.000	17.000			○	○－－－－－－－		0	0	270	0.000	0.000	0.000	0.000	0.000	B	2,666.000000	
0000001084	0000000004	0000000001	製造指図出庫	40162557	G-0339331-10	339331-0010	8064871-0020		A00A2107300	SCB6F7-130-8.5KCLX2			1.000	C17	2025/10/14	2026/01/08	0190	50120288	P0A227204	GK-2272AS04 ｹﾞｰﾄｶｲﾛ	2025/10/14	12.000	4.000	0.000	12.000	PC4		2025/08/06	2025/10/06	30.000	12.000	5.000			○	○－－－－－－－		0	0	270	0.000	0.000	0.000	0.000	0.000	B	2,666.000000	
0000001085	0000000005	0000000001	製造指図出庫	40161910	M-0338100-30	338100-0030	8055926-0011		A00A1543600	SCB6WF7-22-22KC×2ﾖﾋﾞﾋﾝ			1.000	C51	2025/11/06	2025/12/26	0100	50120288	P0A227204	GK-2272AS04 ｹﾞｰﾄｶｲﾛ	2025/11/06	6.000	4.000	0.000	6.000	PC4		2025/08/06	2025/10/06	30.000	5.000	0.000			○	○－－－－－－－		0	0	270	0.000	0.000	0.000	0.000	0.000	B	2,666.000000	
0000001086	0000000005		製造指図出庫	40161910	M-0338100-30	338100-0030	8055926-0011		A00A1543600	SCB6WF7-22-22KC×2ﾖﾋﾞﾋﾝ			1.000	C51	2025/11/06	2025/12/26	0100		P0A227204	GK-2272AS04 ｹﾞｰﾄｶｲﾛ	2025/11/06	6.000	4.000	0.000	6.000																						2,666.000000	
0000001087	0000000006		製造指図出庫	40159881	G-0332901-10	332901-0010	7981777-0021		A00A2066200	SCB3WF7-35-20KC(T/B切替)			1.000	C17	2025/11/18	2026/01/19	0200		P0A227204	GK-2272AS04 ｹﾞｰﾄｶｲﾛ	2025/11/18	12.000	4.000	0.000	12.000																						2,666.000000	
0000001088	0000000007		製造指図出庫	R345586A			8164772-0006	1910	P0A227204	GK-2272AS04 ｹﾞｰﾄｶｲﾛ			10.000	B70	2026/02/17	2026/02/24	0010		P0A227204	GK-2272AS04 ｹﾞｰﾄｶｲﾛ	2026/02/17	10.000	4.000	0.000	10.000																						2,666.000000	
0000001089	0000000001		製造指図出庫	40153280	I-0320172-10-01-05		7815056-0087		A00A1975502	SIT7.5SGD(INV)			1.000	C28	2024/08/08	2026/03/13	0870		P0A230802	IK-2308A S02 LED DISPLAY	2024/08/08	1.000	6.000	1.000	0.000																						9,910.000000	
0000001090	0000000002		製造指図出庫	40156562	I-0326875-10-01-05		7870465-0082		A00A2019702	SRM75TGD/SYS30(ｲﾝﾊﾞｰﾀ盤)			1.000	C28	2025/03/04	2025/11/14	0820		P0A230802	IK-2308A S02 LED DISPLAY	2025/03/04	1.000	6.000	1.000	0.000																						9,910.000000	
0000001091	0000000003		製造指図出庫	40163101	I-0338328-10-01-05		8089550-0069		A00A2070302	SIT2SGD/SKS40-50MSP(INV)			1.000	C28	2025/11/06	2025/12/25	0690		P0A230802	IK-2308A S02 LED DISPLAY	2025/11/06	1.000	6.000	1.000	0.000																						9,910.000000	
0000001092	0000000004		製造指図出庫	40165271	I-0345346-10-01-04		8164443-0077		A00A2143101	SFT10SGD-100MSPV1(CVCF)			1.000	C28	2025/12/04	2026/01/15	0770		P0A230802	IK-2308A S02 LED DISPLAY	2025/12/04	1.000	6.000	1.000	0.000																						9,910.000000	
0000001093	0000000001	0000000001	受注			6364046-0010							1.000					50120207	P0A233700	YCK-2337A 3ｿ3ｱｰﾑ CHA CONT	2025/09/01	1.000	0.000	0.000	1.000	PC1		2025/07/28	2025/08/22	1.000	1.000	0.000	A0801	A0802	○	○○○○○○○○		0	219	74	0.000	0.000	0.000	0.000	46.000	A	43,640.000000	
0000001094	0000000001		製造指図出庫	40165144	M-0345157-10	345157-0010	8161584-0003		A00A2140800	MRS-15010PRCL			1.000	B50	2025/12/03	2025/12/22	0020		P0A245500	MK-2455A THY SNUB PCB	2025/12/03	1.000	2.000	1.000	0.000																						4,493.000000	
0000001095	0000000001		製造指図出庫	10132798			8096097-0036	1910	A4A629900	MRS-20002T (RC10M)			2.000	B50	2025/08/27	2025/09/12	0470		P0A245501	MK-2455 S01 THY SNUB PCB	2025/08/27	2.000	3.000	2.000	0.000																						4,100.000000	
0000001096	0000000002		製造指図出庫	40162563	M-0339402-10	339402-0010	8065365-0016		A00A2107000	MRS-15002PR(RC10M)			1.000	B50	2025/09/17	2025/10/06	0150		P0A245501	MK-2455 S01 THY SNUB PCB	2025/09/17	1.000	3.000	1.000	0.000																						4,100.000000	
0000001097	0000000003	0000000001	製造指図出庫	10133281			8153810-0036	1910	A4A629900	MRS-20002T (RC10M)			12.000	B10	2025/09/24	2025/10/16	0470	50119831	P0A245501	MK-2455 S01 THY SNUB PCB	2025/09/24	12.000	3.000	0.000	12.000	PC1		2025/07/29	2025/09/23	12.000	12.000	0.000	A0801	A0802	○	○○○○○○○○		0	108	132	0.000	0.000	0.000	0.000	0.000		4,100.000000	
0000001098	0000000004	0000000002	製造指図出庫	40165072	M-0344987-10	344987-0010	8155661-0039		A00A1996800	MRS-10010T			1.000	B50	2025/10/10	2025/10/29	0380	50120337	P0A245501	MK-2455 S01 THY SNUB PCB	2025/10/10	1.000	3.000	0.000	1.000	PC1		2025/08/20	2025/10/08	6.000	1.000	5.000	A0801	A0802	○	○○○○○○○○		0	54	66	0.000	0.000	0.000	0.000	0.000		4,100.000000	
0000001099	0000000005	0000000002	製造指図出庫	40163859	M-0341989-10	341989-0010	8103779-0049		A5A680200	MRS-20005A (RC20M)			1.000	B50	2025/12/19	2026/01/09	0480	50120337	P0A245501	MK-2455 S01 THY SNUB PCB	2025/12/19	1.000	3.000	0.000	1.000	PC1		2025/08/20	2025/10/08	6.000	1.000	4.000	A0801	A0802	○	○○○○○○○○		0	54	66	0.000	0.000	0.000	0.000	0.000		4,100.000000	
0000001100	0000000006	0000000002	製造指図出庫	40164707	M-0343853-10	343853-0010	8137990-0021		A00A0841400	MRS-20001AT			1.000	B50	2025/12/24	2026/01/27	0200	50120337	P0A245501	MK-2455 S01 THY SNUB PCB	2025/12/24	1.000	3.000	0.000	1.000	PC1		2025/08/20	2025/10/08	6.000	1.000	3.000	A0801	A0802	○	○○○○○○○○		0	54	66	0.000	0.000	0.000	0.000	0.000		4,100.000000	
0000001101	0000000007	0000000002	製造指図出庫	40163857	M-0341986-10	341986-0010	8103778-0007		A00A2113100	MRS-5010PRT			1.000	B50	2026/01/07	2026/01/26	0060	50120337	P0A245501	MK-2455 S01 THY SNUB PCB	2026/01/07	1.000	3.000	0.000	1.000	PC1		2025/08/20	2025/10/08	6.000	1.000	2.000	A0801	A0802	○	○○○○○○○○		0	54	66	0.000	0.000	0.000	0.000	0.000		4,100.000000	
0000001102	0000000001		製造指図出庫	40164243	M-0342660-10	342660-0010	8109486-0015		A00A2051000	MRS-20022AT2T			2.000	B50	2025/08/25	2025/09/05	0140		P0A245502	MK-2455 S02 THY SNUB PCB	2025/08/25	2.000	4.000	2.000	0.000																						4,819.000000	
0000001103	0000000002		製造指図出庫	40164244	M-0342660-20	342660-0020	8109487-0015		A00A2051000	MRS-20022AT2T			1.000	B50	2025/08/25	2025/09/05	0140		P0A245502	MK-2455 S02 THY SNUB PCB	2025/08/25	1.000	4.000	1.000	0.000																						4,819.000000	
0000001104	0000000003		製造指図出庫	40163816	M-0341859-10	341859-0010	8103412-0013		A00A2117200	MRS-15020			1.000	B50	2025/08/27	2025/09/11	0120		P0A245502	MK-2455 S02 THY SNUB PCB	2025/08/27	1.000	4.000	1.000	0.000																						4,819.000000	
0000001105	0000000004	0000000001	製造指図出庫	10133501			8169756-0045	1911	A1A440700	MRS-12050 (ﾘﾓｺﾝﾂｷ10M)			2.000	B50	2025/09/10	2025/11/26	0490	50120105	P0A245502	MK-2455 S02 THY SNUB PCB	2025/09/10	2.000	4.000	0.000	2.000	PC1		2025/07/14	2025/09/08	6.000	2.000	4.000	A0801	A0802	○	○○○○○○○－		0	54	66	0.000	0.000	0.000	0.000	0.000		4,819.000000	
0000001106	0000000005	0000000001	製造指図出庫	10133102			8125469-0056	1911	A00A0604101	MRS-10030AT-40-1(RC10M)			2.000	B50	2025/11/26	2025/12/12	0150	50120105	P0A245502	MK-2455 S02 THY SNUB PCB	2025/11/26	2.000	4.000	0.000	2.000	PC1		2025/07/14	2025/09/08	6.000	2.000	2.000	A0801	A0802	○	○○○○○○○－		0	54	66	0.000	0.000	0.000	0.000	0.000		4,819.000000	
0000001107	0000000006	0000000001	製造指図出庫	40165003	M-0344759-10	344759-0010	8155191-0017		A00A2133200	MRS-25040AT(RC20M)			1.000	B50	2025/12/15	2026/01/14	0160	50120105	P0A245502	MK-2455 S02 THY SNUB PCB	2025/12/15	1.000	4.000	0.000	1.000	PC1		2025/07/14	2025/09/08	6.000	1.000	1.000	A0801	A0802	○	○○○○○○○－		0	54	66	0.000	0.000	0.000	0.000	0.000		4,819.000000	
0000001108	0000000007	0000000001	製造指図出庫	10133608			8177137-0056	1911	A00A0604101	MRS-10030AT-40-1(RC10M)			4.000	B50	2025/12/22	2026/01/15	0150	50120105	P0A245502	MK-2455 S02 THY SNUB PCB	2025/12/22	4.000	4.000	0.000	4.000	PC1		2025/07/14	2025/09/08	6.000	1.000	0.000	A0801	A0802	○	○○○○○○○－		0	54	66	0.000	0.000	0.000	0.000	0.000		4,819.000000	
0000001109	0000000007		製造指図出庫	10133608			8177137-0056	1911	A00A0604101	MRS-10030AT-40-1(RC10M)			4.000	B50	2025/12/22	2026/01/15	0150		P0A245502	MK-2455 S02 THY SNUB PCB	2025/12/22	4.000	4.000	0.000	4.000																						4,819.000000	
0000001110	0000000008		製造指図出庫	10133103			8125470-0056	1911	A00A0604101	MRS-10030AT-40-1(RC10M)			3.000	B50	2026/01/07	2026/01/27	0150		P0A245502	MK-2455 S02 THY SNUB PCB	2026/01/07	3.000	4.000	0.000	3.000																						4,819.000000	
0000001111	0000000001		製造指図出庫	40160633	M-0334282-60	334282-0060	8002759-0004		A00A2055300	MRS-15015AY5T			4.000	B50	2025/10/22	2025/11/14	0030		P0A245503	MK-2455 S03 THY SNUB PCB	2025/10/22	4.000	22.000	4.000	0.000																						4,464.000000	
0000001112	0000000002		製造指図出庫	40164298	M-0342160-60	342160-0060	8114662-0026		A00A2118500	MRS-15030AY5T			6.000	B50	2026/02/24	2026/03/26	0250		P0A245503	MK-2455 S03 THY SNUB PCB	2026/02/24	6.000	22.000	6.000	0.000																						4,464.000000	
0000001113	0000000001		製造指図出庫	40162563	M-0339402-10	339402-0010	8065365-0017		A00A2107000	MRS-15002PR(RC10M)			1.000	B50	2025/09/17	2025/10/06	0160		P0A245601	MK-2456A S01 PR CONTRL	2025/09/17	1.000	7.000	1.000	0.000																						5,572.000000	
0000001114	0000000002		製造指図出庫	40165144	M-0345157-10	345157-0010	8161584-0004		A00A2140800	MRS-15010PRCL			1.000	B50	2025/12/03	2025/12/22	0030		P0A245601	MK-2456A S01 PR CONTRL	2025/12/03	1.000	7.000	1.000	0.000																						5,572.000000	
0000001115	0000000003		製造指図出庫	40163857	M-0341986-10	341986-0010	8103778-0008		A00A2113100	MRS-5010PRT			1.000	B50	2026/01/07	2026/01/26	0070		P0A245601	MK-2456A S01 PR CONTRL	2026/01/07	1.000	7.000	1.000	0.000																						5,572.000000	
0000001116	0000000001		出荷			6363777-0010						80915606-0010	1.000						P0A246000	PK-2460A ﾌﾞｰｽﾀｰ	2025/08/19	1.000	5.000	1.000	0.000																						6,949.000000	
0000001117	0000000001		製造指図出庫	10133072			8124266-0087	1911	A5A279900	TDK-200-120PCT3 STD			1.000	BP0	2025/08/06	2025/08/27	1340		P0A261000	WK-2610 TD IGBT GATE	2025/08/06	2.000	176.000	2.000	0.000																						579.000000	
0000001118	0000000002		出荷			6363779-0010						80915607-0010	2.000						P0A261000	WK-2610 TD IGBT GATE	2025/08/19	2.000	176.000	2.000	0.000																						579.000000	
0000001119	0000000001		製造指図出庫	10133072			8124266-0088	1911	A5A279900	TDK-200-120PCT3 STD			1.000	BP0	2025/08/06	2025/08/27	1360		P0A265904	WK-2659F U04 ｼ-ｹﾝｽPCB	2025/08/06	1.000	1.000	1.000	0.000																						31,079.000000	
0000001120	0000000001		製造指図出庫	40165144	M-0345157-10	345157-0010	8161584-0005		A00A2140800	MRS-15010PRCL			1.000	B50	2025/12/03	2025/12/22	0040		P0A277000	MK-2770A MRS-PR THY GATE	2025/12/03	4.000	2.000	2.000	2.000																						6,766.000000	
0000001121	0000000002		製造指図出庫	40163857	M-0341986-10	341986-0010	8103778-0009		A00A2113100	MRS-5010PRT			1.000	B50	2026/01/07	2026/01/26	0080		P0A277000	MK-2770A MRS-PR THY GATE	2026/01/07	4.000	2.000	0.000	4.000																						6,766.000000	
0000001122	0000000001		製造指図出庫	40162563	M-0339402-10	339402-0010	8065365-0018		A00A2107000	MRS-15002PR(RC10M)			1.000	B50	2025/09/17	2025/10/06	0170		P0A277001	MK-2770A S01 THY GATE	2025/09/17	4.000	12.000	4.000	0.000																						7,133.000000	
0000001123	0000000001		製造指図出庫	10133071			8124265-0052	1910	A00A0285800	KTD-7575FU CL			3.000	B50	2025/09/22	2025/10/09	0220		P0A277904	MK-2779 S04 OUTPUT PC	2025/09/22	3.000	1.000	1.000	2.000																						2,355.000000	
0000001124	0000000002		製造指図出庫	10133599			8175946-0052	1910	A00A0285800	KTD-7575FU CL			4.000	B50	2026/01/06	2026/01/28	0220		P0A277904	MK-2779 S04 OUTPUT PC	2026/01/06	4.000	1.000	0.000	4.000																						2,355.000000	
0000001125	0000000001		製造指図出庫	40154945	I-0316842-10-01-04		7847273-0075		A00A1954501	入出力盤			1.000	C28	2025/06/09	2025/10/08	0750		P0A279007	EK-2790 S07 SNUB	2025/06/09	1.000	21.000	1.000	0.000																						2,390.000000	
0000001126	0000000002		製造指図出庫	40164867	I-0316840-10-01-07		8153829-0061		A00A1954404	切替盤			1.000	C28	2025/06/09	2025/11/06	0610		P0A279007	EK-2790 S07 SNUB	2025/06/09	1.000	21.000	1.000	0.000																						2,390.000000	
0000001127	0000000003		製造指図出庫	40162442	I-0335841-10-01-05		8063468-0046		A00A2083202	SFST40TGB INV盤 電気			1.000	C28	2025/08/20	2025/10/15	0460		P0A279007	EK-2790 S07 SNUB	2025/08/20	1.000	21.000	1.000	0.000																						2,390.000000	
0000001128	0000000004		製造指図出庫	40162462	I-0335841-30-01-05		8063489-0050		A00A2085602	SFST40TGB INV盤 計装			1.000	C28	2025/08/26	2025/10/15	0500		P0A279007	EK-2790 S07 SNUB	2025/08/26	1.000	21.000	1.000	0.000																						2,390.000000	
0000001129	0000000005		製造指図出庫	40163744	I-0341561-10-01-04		8102234-0095		A00A2102801	AU30N-A7-11-21(本体)			1.000	C28	2025/09/03	2025/10/10	0950		P0A279007	EK-2790 S07 SNUB	2025/09/03	2.000	21.000	2.000	0.000																						2,390.000000	
0000001130	0000000006		製造指図出庫	40163753	I-0341565-10-01-04		8102244-0094		A00A2103001	AU40N-A7-11-11(本体)			1.000	C28	2025/09/03	2026/01/28	0940		P0A279007	EK-2790 S07 SNUB	2025/09/03	2.000	21.000	2.000	0.000																						2,390.000000	
0000001131	0000000007		製造指図出庫	40163681	I-0341567-10-01-04		8102171-0097		A00A2103401	AU50N-A7-11-11(本体)			1.000	C28	2025/09/12	2025/10/23	0970		P0A279007	EK-2790 S07 SNUB	2025/09/12	2.000	21.000	2.000	0.000																						2,390.000000	
0000001132	0000000008		製造指図出庫	40163735	I-0341548-10-01-04		8102225-0096		A00A2102601	AU30N-A7-12-11(本体)			1.000	C28	2025/09/25	2025/11/05	0960		P0A279007	EK-2790 S07 SNUB	2025/09/25	2.000	21.000	2.000	0.000																						2,390.000000	
0000001133	0000000009		製造指図出庫	40151683	I-0316835-10-01-01		7767379-0054		A00A1954802	SFST30SGB1-150MSP(INV)			1.000	C28	2025/10/06	2026/01/09	0540		P0A279007	EK-2790 S07 SNUB	2025/10/06	1.000	21.000	1.000	0.000																						2,390.000000	
0000001134	0000000010		製造指図出庫	40163726	I-0341530-10-01-04		8102216-0091		A00A2102001	AU15N-A7-11-11(本体)			1.000	C28	2025/10/09	2025/11/17	0910		P0A279007	EK-2790 S07 SNUB	2025/10/09	2.000	21.000	2.000	0.000																						2,390.000000	
0000001135	0000000011		製造指図出庫	40162594	I-0337012-10-01-06		8065413-0079		A00A2088603	AUD30N-A5-1-11 切換盤			1.000	C28	2025/10/22	2025/12/16	0790		P0A279007	EK-2790 S07 SNUB	2025/10/22	2.000	21.000	2.000	0.000																						2,390.000000	
0000001136	0000000012		製造指図出庫	40164645	I-0343557-10-01-04		8136272-0094		A00A2128001	AU40N-A7-11-11(本体)			1.000	C28	2025/11/06	2025/12/25	0940		P0A279007	EK-2790 S07 SNUB	2025/11/06	2.000	21.000	2.000	0.000																						2,390.000000	
0000001137	0000000013		製造指図出庫	40163009	I-0339865-10-01-04		8087003-0094		A00A2101801	AU40N-A7-11-21(本体)			1.000	C28	2025/11/17	2026/01/16	0940		P0A279007	EK-2790 S07 SNUB	2025/11/17	2.000	21.000	2.000	0.000																						2,390.000000	
0000001138	0000000014		製造指図出庫	40163134	I-0338094-10-01-05		8090445-0050		A00A2100902	SFST50SGB-100MSP INV盤			1.000	C28	2025/12/03	2026/02/02	0500		P0A279007	EK-2790 S07 SNUB	2025/12/03	1.000	21.000	0.000	1.000																						2,390.000000	
0000001139	0000000015		製造指図出庫	40163717	I-0341538-10-01-04		8102207-0091		A00A2102201	AU15N-A7-11-11(本体)			1.000	C28	2025/12/08	2026/02/09	0910		P0A279007	EK-2790 S07 SNUB	2025/12/08	2.000	21.000	0.000	2.000																						2,390.000000	
0000001140	0000000016		製造指図出庫	40164385	I-0341871-10-01-02		8124378-0052		A00A2115502	SFST15SGB1-24FPX INV盤			1.000	C28	2025/12/09	2026/01/27	0520		P0A279007	EK-2790 S07 SNUB	2025/12/09	1.000	21.000	0.000	1.000																						2,390.000000	
0000001141	0000000017		製造指図出庫	40162535	I-0330825-10-01-05		8064469-0049		A00A2017802	SFST15SGB1 インバータ盤			1.000	C28	2025/12/11	2026/01/28	0490		P0A279007	EK-2790 S07 SNUB	2025/12/11	1.000	21.000	0.000	1.000																						2,390.000000	
0000001142	0000000018		製造指図出庫	40163762	I-0341546-10-01-04		8102254-0091		A00A2102401	AU20N-A7-11-11(本体)			1.000	C28	2025/12/17	2026/02/20	0910		P0A279007	EK-2790 S07 SNUB	2025/12/17	2.000	21.000	0.000	2.000																						2,390.000000	
0000001143	0000000019		製造指図出庫	40163150	I-0339151-10-01-02		8090467-0048		A00A2106502	SFST30SGBS INV盤			1.000	C28	2025/12/19	2026/02/05	0480		P0A279007	EK-2790 S07 SNUB	2025/12/19	1.000	21.000	0.000	1.000																						2,390.000000	
0000001144	0000000020		製造指図出庫	40163690	I-0341566-10-01-04		8102180-0098		A00A2103201	AU50N-A7-12-11(本体)			1.000	C28	2025/12/22	2026/03/05	0980		P0A279007	EK-2790 S07 SNUB	2025/12/22	2.000	21.000	0.000	2.000																						2,390.000000	
0000001145	0000000021		製造指図出庫	40163699	I-0341574-10-01-04		8102189-0097		A00A2103801	AU50N-A7-11-11(本体)			1.000	C28	2026/01/14	2026/03/16	0970		P0A279007	EK-2790 S07 SNUB	2026/01/14	2.000	21.000	0.000	2.000																						2,390.000000	
0000001146	0000000022		製造指図出庫	40164427	I-0341955-10-01-05		8125675-0047		A00A2120502	SFST100TGB インバータ盤			1.000	C28	2026/01/23	2026/03/02	0470		P0A279007	EK-2790 S07 SNUB	2026/01/23	1.000	21.000	0.000	1.000																						2,390.000000	
0000001147	0000000023		製造指図出庫	40163708	I-0341568-10-01-04		8102198-0097		A00A2103601	AU50N-A7-11-11(本体)			1.000	C28	2026/01/23	2026/03/23	0970		P0A279007	EK-2790 S07 SNUB	2026/01/23	2.000	21.000	0.000	2.000																						2,390.000000	
0000001148	0000000001		製造指図出庫	40164666	I-0331840-10-01-07		8136464-0029		A00A1994804	SST100TGD-V2(出力切換)			2.000	C28	2025/07/22	2025/09/26	0290		P0A279008	EK-2790 S08 SNUB	2025/07/22	2.000	7.000	2.000	0.000																						2,353.000000	
