連番1	連番2	連番3	所要区分	親指図番号	割当(WBS)	受注伝票	入出庫番号	入庫保管場所	親品目コード	親品目テキスト	原価センタテキスト	出荷伝票	出庫数量	親MRP管理者	親指図計画開始日	親指図計画終了日	BOM明細番号	子指図番号	子品目コード	子品目テキスト	所要日	所要残数	在庫数	在庫引当	所要引当残数	子MRP管理者	購買発注番号	子指図計画開始日	子指図計画終了日	計画数量	計画引当	計画引当残数	作業区４	作業区５	払出完了	進捗	工程(子)	C	A	C,A以外	作業0020時間(分)	作業0030時間(分)	作業0040時間(分)	作業0050時間(分)	作業0060時間(分)	検査	標準原価	指図テキスト
0000000055	0000000007		製造指図出庫	40162460	I-0335841-30-01-04		8063487-0021		A00A2085601	SFST40TGB 入出力盤 計装			1.000	C28	2025/08/26	2025/10/15	0210		970500631	CV-063DT1 ZNRﾖｳ PC	2025/08/26	1.000	17.000	1.000	0.000																						2,897.000000	
0000000056	0000000008		出荷			6365064-0010						80919712-0010	9.000						970500631	CV-063DT1 ZNRﾖｳ PC	2025/09/30	9.000	17.000	7.000	2.000																						2,897.000000	
0000000057	0000000008	0000000001	出荷			6365064-0010						80919712-0010	9.000					50120313	970500631	CV-063DT1 ZNRﾖｳ PC	2025/09/30	9.000	17.000	7.000	2.000	PC5		2025/08/18	2025/09/26	15.000	2.000	13.000			○	○－－－－－－－		0	0	105	0.000	0.000	0.000	0.000	0.000		2,897.000000	
0000000058	0000000009	0000000001	製造指図出庫	40151686	I-0316835-10-01-02		7767382-0040		A00A1954801	SFST30SGB1-150MSP(I/O)			1.000	C28	2025/10/06	2026/01/09	0400	50120313	970500631	CV-063DT1 ZNRﾖｳ PC	2025/10/06	1.000	17.000	0.000	1.000	PC5		2025/08/18	2025/09/26	15.000	1.000	12.000			○	○－－－－－－－		0	0	105	0.000	0.000	0.000	0.000	0.000		2,897.000000	
0000000059	0000000010	0000000001	製造指図出庫	40162652	I-0338670-10-01-04		8065644-0057		A00A2081701	SIT15SGD/SKS200(RF)			1.000	C28	2025/10/20	2025/12/02	0570	50120313	970500631	CV-063DT1 ZNRﾖｳ PC	2025/10/20	1.000	17.000	0.000	1.000	PC5		2025/08/18	2025/09/26	15.000	1.000	11.000			○	○－－－－－－－		0	0	105	0.000	0.000	0.000	0.000	0.000		2,897.000000	
0000000060	0000000011	0000000001	製造指図出庫	40162641	I-0316556-10-01-04		8065633-0061		A00A1953600	SIT10SGD/SKTKS30X5-150MSP			1.000	C28	2025/10/28	2025/12/05	0610	50120313	970500631	CV-063DT1 ZNRﾖｳ PC	2025/10/28	1.000	17.000	0.000	1.000	PC5		2025/08/18	2025/09/26	15.000	1.000	10.000			○	○－－－－－－－		0	0	105	0.000	0.000	0.000	0.000	0.000		2,897.000000	
0000000061	0000000012	0000000001	製造指図出庫	40162533	I-0330825-10-01-04		8064467-0030		A00A2017801	SFST15SGB1 入出力盤			1.000	C28	2025/12/11	2026/01/28	0300	50120313	970500631	CV-063DT1 ZNRﾖｳ PC	2025/12/11	1.000	17.000	0.000	1.000	PC5		2025/08/18	2025/09/26	15.000	1.000	9.000			○	○－－－－－－－		0	0	105	0.000	0.000	0.000	0.000	0.000		2,897.000000	
0000000062	0000000001		製造指図出庫	40153280	I-0320172-10-01-05		7815056-0077		A00A1975502	SIT7.5SGD(INV)			1.000	C28	2024/08/08	2026/03/13	0770		970500634	CV-063DT4 ZNRﾖｳ PC	2024/08/08	1.000	15.000	1.000	0.000																						2,019.000000	
0000000063	0000000002		出荷			6364054-0010						80916680-0010	2.000						970500634	CV-063DT4 ZNRﾖｳ PC	2025/09/01	2.000	15.000	2.000	0.000																						2,019.000000	
0000000064	0000000003		出荷			6364054-0010						80917017-0010	1.000						970500634	CV-063DT4 ZNRﾖｳ PC	2025/09/01	1.000	15.000	1.000	0.000																						2,019.000000	
0000000065	0000000001		製造指図出庫	40161919	G-0338190-10	338190-0010	8056465-0026		A00A2100700	SCA26-60/100-135VC（屋外)			1.000	B50	2025/11/13	2025/12/10	0250		971030109	MK-944T8 RA1A8492ISO.-(F)	2025/11/13	1.000	0.000	0.000	1.000																						71,924.000000	
0000000066	0000000001		製造指図出庫	40162391	G-0332918-10-01-06		8063247-0011		A00A2045401	SCH1WF7-125-21KC(A) (LCP)			1.000	CG1	2025/07/01	2025/10/29	0110		971030127	GK-956C ｹ-ｽｲﾘ(F)	2025/07/01	2.000	7.000	2.000	0.000																						15,986.000000	
0000000067	0000000002		製造指図出庫	40162982	G-0332918-40-01-06		8086418-0006		A00A2089901	SCH1WF7-125-21KC(B)(LCP)			1.000	CG0	2025/07/01	2025/10/29	0060		971030127	GK-956C ｹ-ｽｲﾘ(F)	2025/07/01	2.000	7.000	2.000	0.000																						15,986.000000	
0000000068	0000000003		製造指図出庫	40165393	G-0345860-10	345860-0010	8170318-0005		A00A2145400	MCF Bﾗｲﾝ(125V42kA)予備品			1.000	C51	2025/09/10	2025/10/29	0040		971030127	GK-956C ｹ-ｽｲﾘ(F)	2025/09/10	1.000	7.000	1.000	0.000																						15,986.000000	
0000000069	0000000004		製造指図出庫	40163538	G-0335960-10-01-06		8099262-0002		A00A2086501	SCB6WF7-60-20KC (LCP)			2.000	C18	2025/09/11	2025/12/11	0020		971030127	GK-956C ｹ-ｽｲﾘ(F)	2025/09/11	4.000	7.000	2.000	2.000																						15,986.000000	
0000000070	0000000004	0000000001	製造指図出庫	40163538	G-0335960-10-01-06		8099262-0002		A00A2086501	SCB6WF7-60-20KC (LCP)			2.000	C18	2025/09/11	2025/12/11	0020	50120303	971030127	GK-956C ｹ-ｽｲﾘ(F)	2025/09/11	4.000	7.000	2.000	2.000	PC1		2025/08/08	2025/09/04	10.000	2.000	8.000	A0801	A0802	○	○○○○○○○－		50	891	400	0.000	0.000	0.000	0.000	19.000	A	15,986.000000	
0000000071	0000000005	0000000001	製造指図出庫	40165370	M-0338100-10-01-07		8169746-0042		A00A2061401	SCB6WF7-22-22KSVC×2機側			1.000	C18	2025/10/14	2025/12/26	0420	50120303	971030127	GK-956C ｹ-ｽｲﾘ(F)	2025/10/14	4.000	7.000	0.000	4.000	PC1		2025/08/08	2025/09/04	10.000	4.000	4.000	A0801	A0802	○	○○○○○○○－		50	891	400	0.000	0.000	0.000	0.000	19.000	A	15,986.000000	
0000000072	0000000006	0000000001	製造指図出庫	40162557	G-0339331-10	339331-0010	8064871-0045		A00A2107300	SCB6F7-130-8.5KCLX2			1.000	C17	2025/10/14	2026/01/08	0440	50120303	971030127	GK-956C ｹ-ｽｲﾘ(F)	2025/10/14	4.000	7.000	0.000	4.000	PC1		2025/08/08	2025/09/04	10.000	4.000	0.000	A0801	A0802	○	○○○○○○○－		50	891	400	0.000	0.000	0.000	0.000	19.000	A	15,986.000000	
0000000073	0000000007		製造指図出庫	40161153	G-0335960-40	335960-0040	8032543-0012		A00A2086600	SCB6WF7-60-20KC予備品			1.000	C51	2025/10/17	2025/12/11	0110		971030127	GK-956C ｹ-ｽｲﾘ(F)	2025/10/17	1.000	7.000	0.000	1.000																						15,986.000000	
0000000074	0000000008		製造指図出庫	40161910	M-0338100-30	338100-0030	8055926-0010		A00A1543600	SCB6WF7-22-22KC×2ﾖﾋﾞﾋﾝ			1.000	C51	2025/11/06	2025/12/26	0090		971030127	GK-956C ｹ-ｽｲﾘ(F)	2025/11/06	2.000	7.000	0.000	2.000																						15,986.000000	
0000000075	0000000009		製造指図出庫	40164057	G-0332901-10-01-06		8108120-0058		A00A2066201	SCB3WF7-35-20KC LCP			1.000	C18	2025/11/18	2026/01/19	0580		971030127	GK-956C ｹ-ｽｲﾘ(F)	2025/11/18	4.000	7.000	0.000	4.000																						15,986.000000	
0000000076	0000000001		在庫転送				8138032-0100	1142					1.000						971030135	GK-1093B ｹ-ｽｲﾘ	2025/08/01	1.000	3.000	1.000	0.000																						16,808.000000	
0000000077	0000000002		製造指図出庫	R341977B			8105170-0056	1910	971030135	GK-1093B ｹ-ｽｲﾘ			1.000	B70	2025/08/19	2025/08/26	0010		971030135	GK-1093B ｹ-ｽｲﾘ	2025/08/19	1.000	3.000	1.000	0.000																						16,808.000000	
0000000078	0000000003		製造指図出庫	40165225	G-0345245-10	345245-0010	8162415-0002		A00A2142700	GK-1093B(保守用)			1.000	C51	2025/09/19	2025/10/14	0010		971030135	GK-1093B ｹ-ｽｲﾘ	2025/09/19	1.000	3.000	1.000	0.000																						16,808.000000	
0000000079	0000000004		製造指図出庫	40163307	G-0340870-10	340870-0010	8093568-0082		A00A2109400	SCA4F7-44-5300LC			1.000	C17	2026/01/15	2026/04/01	0810		971030135	GK-1093B ｹ-ｽｲﾘ	2026/01/15	1.000	3.000	0.000	1.000																						16,808.000000	
0000000080	0000000005		製造指図出庫	40164782	G-0340870-10-01-07		8148353-0007		A00A2109401	SCA4F7-44-5300LC 予備品			1.000	C18	2026/01/15	2026/04/01	0070		971030135	GK-1093B ｹ-ｽｲﾘ	2026/01/15	1.000	3.000	0.000	1.000																						16,808.000000	
0000000081	0000000001		製造指図出庫	40165370	M-0338100-10-01-07		8169746-0045		A00A2061401	SCB6WF7-22-22KSVC×2機側			1.000	C18	2025/10/14	2025/12/26	0450		971030136	GK-1093BT1 ｹ-ｽｲﾘ	2025/10/14	2.000	1.000	1.000	1.000																						23,400.000000	
0000000082	0000000001		製造指図出庫	40164740	G-0344038-10	344038-0010	8138648-0016		A00A2135600	GPP3 No10,15 部品交換			1.000	C51	2025/09/19	2025/10/15	0150		971030139	GK-1123T1 ｹ-ｽｲﾘ(F)	2025/09/19	2.000	0.000	0.000	2.000																						20,636.000000	
0000000083	0000000002		製造指図出庫	40164741	G-0344040-10	344040-0010	8138649-0020		A00A2135500	GPP2 No7,8 部品交換			1.000	C51	2025/12/17	2026/01/15	0190		971030139	GK-1123T1 ｹ-ｽｲﾘ(F)	2025/12/17	3.000	0.000	0.000	3.000																						20,636.000000	
0000000084	0000000001	0000000001	受注			6364036-0010							1.000					50120135	97K025118	CK-251D U18 PZA041300	2025/08/19	1.000	0.000	0.000	1.000	PC1		2025/07/23	2025/08/19	1.000	1.000	0.000	A0801	A0802	○	○○○○○○○－		0	115	59	0.000	0.000	0.000	0.000	0.000	E	21,852.000000	
0000000085	0000000001		製造指図出庫	40165003	M-0344759-10	344759-0010	8155191-0013		A00A2133200	MRS-25040AT(RC20M)			1.000	B50	2025/12/15	2026/01/14	0120		97K050004	MK-500C S04 PZZA1050004	2025/12/15	12.000	0.000	0.000	12.000																						3,030.000000	
0000000086		0000000001																50119556	97K0944P1	MK-944SP1 PZA153200 (F)			1.000			PC1		2025/06/03	2025/07/25	3.000	0.000	3.000	A0801	A0802	＊	＊＊＊＊○○○○		15	260	151	0.000	0.000	0.000	0.000	0.000		97,943.000000	
0000000087	0000000001		製造指図出庫	10133102			8125469-0052	1911	A00A0604101	MRS-10030AT-40-1(RC10M)			2.000	B50	2025/11/26	2025/12/12	0110		97K101219	MK-1012AU19 PZA152200	2025/11/26	2.000	6.000	2.000	0.000																						17,608.000000	
0000000088	0000000002		製造指図出庫	10133608			8177137-0052	1911	A00A0604101	MRS-10030AT-40-1(RC10M)			4.000	B50	2025/12/22	2026/01/15	0110		97K101219	MK-1012AU19 PZA152200	2025/12/22	4.000	6.000	4.000	0.000																						17,608.000000	
0000000089	0000000003		製造指図出庫	10133103			8125470-0052	1911	A00A0604101	MRS-10030AT-40-1(RC10M)			3.000	B50	2026/01/07	2026/01/27	0110		97K101219	MK-1012AU19 PZA152200	2026/01/07	3.000	6.000	0.000	3.000																						17,608.000000	
0000000090	0000000001	0000000001	製造指図出庫	40165393	G-0345860-10	345860-0010	8170318-0006		A00A2145400	MCF Bﾗｲﾝ(125V42kA)予備品			1.000	C51	2025/09/10	2025/10/29	0050	50120315	97K102708	YMK-1027S08	2025/09/10	1.000	0.000	0.000	1.000	PC1		2025/08/19	2025/09/08	1.000	1.000	0.000	A0801	A0802	○	○○○○○○○○		0	71	26	0.000	0.000	0.000	0.000	40.000		19,279.000000	
0000000091	0000000001	0000000001	製造指図出庫	40161282	G-0336374-20	336374-0020	8036836-0007		A00A2087800	SCA2F1-12/5-350/140VCPR			1.000	B50	2025/08/25	2025/10/14	0060	50120186	97K109330	GK-1093BS30	2025/08/25	2.000	0.000	0.000	2.000	PC1		2025/07/25	2025/08/21	2.000	2.000	0.000	A0801	A0802	○	○○○○○○○○		0	172	62	0.000	0.000	0.000	0.000	31.000	D	22,092.000000	
0000000092	0000000001	0000000001	製造指図出庫	40161282	G-0336374-20	336374-0020	8036836-0008		A00A2087800	SCA2F1-12/5-350/140VCPR			1.000	B50	2025/08/25	2025/10/14	0070	50120187	97K109331	GK-1093BU31 PZA058400	2025/08/25	2.000	0.000	0.000	2.000	PC1		2025/07/25	2025/08/21	2.000	2.000	0.000	A0801	A0802	○	○○○○○○○○		0	152	52	0.000	0.000	0.000	0.000	31.000	D	21,532.000000	
0000000093	0000000001		製造指図出庫	40163822	G-0341893-10	341893-0010	8103493-0103		A00A1977100	OZ-INV(FW) 230kW			1.000	C17	2025/11/05	2026/01/14	1020		97K109361	GK-1093B U61 PZA140500	2025/11/05	1.000	0.000	0.000	1.000																						23,786.000000	
0000000094	0000000002		製造指図出庫	40164334	G-0340097-10-01-07		8115466-0001		A00A2101101	KTA4FW6-55-2000SVC LCP			2.000	C18	2025/11/21	2026/02/16	0010		97K109361	GK-1093B U61 PZA140500	2025/11/21	8.000	0.000	0.000	8.000																						23,786.000000	
0000000095	0000000001	0000000001	製造指図出庫	40165393	G-0345860-10	345860-0010	8170318-0007		A00A2145400	MCF Bﾗｲﾝ(125V42kA)予備品			1.000	C51	2025/09/10	2025/10/29	0060	50120312	97K112325	GK-1123 U25 PZA042300 (F)	2025/09/10	1.000	0.000	0.000	1.000	PC1		2025/08/18	2025/09/05	1.000	1.000	0.000	A0801	A0802	○	○○○○○○○○		0	77	34	0.000	0.000	0.000	0.000	23.000	C	20,914.000000	
0000000096	0000000001	0000000001	製造指図出庫	R341977A			8105165-0056	1910	97K119310	XMK-1193 S10			1.000	B70	2025/08/19	2025/08/26	0010	50120147	97K119310	XMK-1193 S10	2025/08/19	1.000	0.000	0.000	1.000	PC1		2025/07/18	2025/08/08	1.000	1.000	0.000	A0801	A0802	＊	＊＊○＊＊＊○○		0	132	90	0.000	0.000	0.000	0.000	26.000	D	26,442.000000	
0000000097	0000000001	0000000001	製造指図出庫	40161282	G-0336374-20	336374-0020	8036836-0009		A00A2087800	SCA2F1-12/5-350/140VCPR			1.000	B50	2025/08/25	2025/10/14	0080	50120188	97K128070	GK-1280 U70 PZA058600	2025/08/25	2.000	0.000	0.000	2.000	PC1		2025/07/25	2025/08/21	2.000	2.000	0.000	A0801	A0802	○	○○○○○○○○		0	766	238	0.000	0.000	0.000	0.000	76.000	D	47,593.000000	
0000000098	0000000001		製造指図出庫	10133072			8124266-0068	1911	A5A279900	TDK-200-120PCT3 STD			1.000	BP0	2025/08/06	2025/08/27	1130		97K150700	XUK-1507 B W1A1A8618	2025/08/06	1.000	4.000	1.000	0.000																						5,062.000000	
0000000099		0000000001																50115061	97K158000	LK-1580A RoHS			0.000			PC1		2024/11/19	2025/10/01	10.000	0.000	10.000	A0801	A0802	＊	＊＊○＊＊○○○		0	660	710	0.000	0.000	0.000	0.000	13.000	A	32,212.000000	かつらぎ総合　津市　名古屋名東文化等 先行手配分
0000000100	0000000001		出荷			6363776-0010						80920267-0010	1.000						97K162000	YPK-1620A	2025/08/19	1.000	1.000	1.000	0.000																						17,188.000000	
0000000101	0000000001		受注			6364980-0010							1.000						97K162309	WK-1623 S09	2025/09/23	1.000	0.000	0.000	1.000																						6,900.000000	
0000000102	0000000002		受注			6365053-0010							2.000						97K162309	WK-1623 S09	2025/09/23	2.000	0.000	0.000	2.000																						6,900.000000	
0000000103	0000000001		受注			6364981-0010							1.000						97K162327	WK-1623 S27	2025/09/23	1.000	0.000	0.000	1.000																						6,728.000000	
0000000104	0000000002		受注			6365054-0010							2.000						97K162327	WK-1623 S27	2025/09/23	2.000	0.000	0.000	2.000																						6,728.000000	
0000000105	0000000001		製造指図出庫	40163909	I-0326877-10-01-08		8105212-0017		U00A0288105	＆SRG50TG ACSW460V ﾘﾒﾝｶﾞﾀ			1.000	C29	2025/07/11	2025/10/10	0170		97K169800	XIK-1698B PZA003400	2025/07/11	2.000	8.000	2.000	0.000																						12,293.000000	
0000000106	0000000002		製造指図出庫	40163937	I-0326879-10-01-08		8105243-0017		U00A0288105	＆SRG50TG ACSW460V ﾘﾒﾝｶﾞﾀ			1.000	C29	2025/07/11	2025/11/17	0170		97K169800	XIK-1698B PZA003400	2025/07/11	2.000	8.000	2.000	0.000																						12,293.000000	
0000000107	0000000003		製造指図出庫	40163951	I-0326880-10-01-08		8105279-0017		U00A0288105	＆SRG50TG ACSW460V ﾘﾒﾝｶﾞﾀ			1.000	C29	2025/07/11	2025/12/02	0170		97K169800	XIK-1698B PZA003400	2025/07/11	2.000	8.000	2.000	0.000																						12,293.000000	
0000000108	0000000001		受注			6364553-0010							1.000						97K169801	XIK-1698BS01	2025/09/23	1.000	0.000	0.000	1.000																						20,914.000000	
0000000109	0000000002		受注			6364705-0010							2.000						97K169801	XIK-1698BS01	2025/09/30	2.000	0.000	0.000	2.000																						20,914.000000	
0000000110	0000000001		受注			6364538-0010							1.000						97K170100	XIK-1701B DC300V	2025/09/23	1.000	0.000	0.000	1.000																						27,206.000000	
0000000111	0000000001	0000000001	受注			6364586-0010							2.000					50120258	97K170102	XIK-1701BU02 DC100V	2025/09/03	2.000	0.000	0.000	2.000	PC1		2025/08/01	2025/08/28	2.000	2.000	0.000	A0801	A0802	○	○○○○○○○○		0	98	182	0.000	0.000	0.000	0.000	24.000	D	28,204.000000	
0000000112	0000000001		受注			6364356-0010							4.000						97K170118	XIK-1701B S18 PZA11100	2025/09/30	4.000	0.000	0.000	4.000																						27,201.000000	
0000000113	0000000001		受注			6364539-0010							1.000						97K174911	XIK-1749BU11 PZA068200	2025/09/23	1.000	0.000	0.000	1.000																						32,663.000000	
0000000114	0000000001		製造指図出庫	50120210			8138891-0080	1120	P00A0761616	IK-7616U16(IK-1749U35)			1.000	PC1	2025/08/01	2025/08/28	0800		97K175000	YGK-1750 MK-2228ｶｸｼﾕﾎｶSUB	2025/08/01	1.000	28.000	1.000	0.000																						2,912.000000	
0000000115	0000000001	0000000001	受注			6361494-0010							1.000					50120146	97K175215	YPK-1752A S15	2025/08/19	1.000	0.000	0.000	1.000	PC1		2025/07/18	2025/08/08	1.000	1.000	0.000	A0801	A0802	＊	＊＊○○○○○○		0	192	75	0.000	0.000	0.000	0.000	41.000	B	24,998.000000	
0000000116	0000000001		受注			6364982-0010							1.000						97K177404	YWK-1774 S04	2025/09/23	1.000	0.000	0.000	1.000																						10,255.000000	
0000000117	0000000002		受注			6365055-0010							2.000						97K177404	YWK-1774 S04	2025/09/23	2.000	0.000	0.000	2.000																						10,255.000000	
0000000118	0000000001		製造指図出庫	40163870	W-0342026-10	342026-0010	8105079-0136		A7A215800	SDOS-400-150CX2 T1 NEW			1.000	C17	2026/01/13	2026/02/24	1350		97M020814	YAWM-208 S14	2026/01/13	2.000	0.000	0.000	2.000																						18,262.000000	
0000000119	0000000001		製造指図出庫	10133245			8148145-0061	1911	A6A527600	NSW-25TS (1W30032ｲｺｳ STD)			5.000	BP0	2025/08/06	2025/09/04	0140		998421350	WS-135 PCｶﾝｾｲﾋﾝ	2025/08/06	5.000	1.000	1.000	4.000																						14,726.000000	
0000000120	0000000001	0000000001	製造指図出庫	10133245			8148145-0061	1911	A6A527600	NSW-25TS (1W30032ｲｺｳ STD)			5.000	BP0	2025/08/06	2025/09/04	0140	50120071	998421350	WS-135 PCｶﾝｾｲﾋﾝ	2025/08/06	5.000	1.000	1.000	4.000	PC1		2025/07/10	2025/07/31	4.000	4.000	0.000	A0801	A0802	＊	＊＊○＊○○○○		0	660	100	0.000	0.000	0.000	0.000	0.000	E	14,726.000000	
0000000121	0000000001		製造指図出庫	10133267			8153541-0046	1910	A5A167800	KCX-803E-1 AL			3.000	BP0	2025/11/04	2025/11/25	0840		998431700	PM-170A (PZA180300)	2025/11/04	3.000	5.000	3.000	0.000																						12,850.000000	
0000000122	0000000002		製造指図出庫	R346219			8173106-0033	1910	998431700	PM-170A (PZA180300)			5.000	B70	2025/11/06	2025/11/13	0010		998431700	PM-170A (PZA180300)	2025/11/06	5.000	5.000	2.000	3.000																						12,850.000000	
0000000123	0000000001		製造指図出庫	10133267			8153541-0047	1910	A5A167800	KCX-803E-1 AL			3.000	BP0	2025/11/04	2025/11/25	0850		998431710	PM-171A (PZA180200)	2025/11/04	3.000	0.000	0.000	3.000																						9,197.000000	
0000000124	0000000002		製造指図出庫	R346218			8173107-0046	1910	998431710	PM-171A (PZA180200)			5.000	B70	2025/11/06	2025/11/13	0720		998431710	PM-171A (PZA180200)	2025/11/06	5.000	0.000	0.000	5.000																						9,197.000000	
0000000125	0000000001		製造指図出庫	40163870	W-0342026-10	342026-0010	8105079-0138		A7A215800	SDOS-400-150CX2 T1 NEW			1.000	C17	2026/01/13	2026/02/24	1370		998432088	YAWM-208 S08	2026/01/13	1.000	0.000	0.000	1.000																						18,179.000000	
0000000126	0000000001		製造指図出庫	40163870	W-0342026-10	342026-0010	8105079-0139		A7A215800	SDOS-400-150CX2 T1 NEW			1.000	C17	2026/01/13	2026/02/24	1380		998432181	UWM-218 T1 (PZA174900)	2026/01/13	1.000	0.000	0.000	1.000																						26,297.000000	
0000000127	0000000001		製造指図出庫	10133267			8153541-0048	1910	A5A167800	KCX-803E-1 AL			3.000	BP0	2025/11/04	2025/11/25	0860		998433550	PM-355B (PZZA0638500)	2025/11/04	3.000	3.000	3.000	0.000																						5,709.000000	
0000000128	0000000002		製造指図出庫	R345739			8169941-0031	1910	998433550	PM-355B (PZZA0638500)			6.000	B70	2025/11/25	2025/12/01	0010		998433550	PM-355B (PZZA0638500)	2025/11/25	6.000	3.000	0.000	6.000																						5,709.000000	
0000000129	0000000001		出荷			6364974-0010						80919569-0010	1.000						998433950	BWM-395 (SC1A6609) 05621	2025/09/23	1.000	3.000	1.000	0.000																						7,583.000000	
0000000130	0000000002		出荷			6365023-0010						80919688-0010	1.000						998433950	BWM-395 (SC1A6609) 05621	2025/09/23	1.000	3.000	1.000	0.000																						7,583.000000	
0000000131	0000000003		出荷			6365049-0010						80919705-0010	1.000						998433950	BWM-395 (SC1A6609) 05621	2025/09/23	1.000	3.000	1.000	0.000																						7,583.000000	
0000000132	0000000004		製造指図出庫	40163870	W-0342026-10	342026-0010	8105079-0140		A7A215800	SDOS-400-150CX2 T1 NEW			1.000	C17	2026/01/13	2026/02/24	1390		998433950	BWM-395 (SC1A6609) 05621	2026/01/13	2.000	3.000	0.000	2.000																						7,583.000000	
0000000133	0000000001		製造指図出庫	10132922			8103485-0021	1210	U0A036100	PL-2-1 ﾌﾟﾗｽﾞﾏﾕﾆﾂﾄ			1.000	CK9	2025/10/06	2025/10/20	0330		998434812	UWM-481AU02 PZA196500	2025/10/06	1.000	0.000	0.000	1.000																						23,392.000000	
0000000134	0000000001		製造指図出庫	10132922			8103485-0022	1210	U0A036100	PL-2-1 ﾌﾟﾗｽﾞﾏﾕﾆﾂﾄ			1.000	CK9	2025/10/06	2025/10/20	0340		998434822	UWM-482AU02	2025/10/06	1.000	0.000	0.000	1.000																						21,484.000000	
0000000135	0000000001		製造指図出庫	10133072			8124266-0069	1911	A5A279900	TDK-200-120PCT3 STD			1.000	BP0	2025/08/06	2025/08/27	1140		998435130	WM-513 (PZZA0051300)	2025/08/06	1.000	24.000	1.000	0.000																						3,813.000000	
0000000136	0000000002		製造指図出庫	40161062	W-0335644-10	335644-0010	8025738-0085		A00A0553103	TSIB-100K			2.000	B50	2025/09/12	2025/09/29	0840		998435130	WM-513 (PZZA0051300)	2025/09/12	4.000	24.000	4.000	0.000																						3,813.000000	
0000000137	0000000003		製造指図出庫	40161063	W-0335648-10	335648-0010	8025739-0085		A00A0553103	TSIB-100K			2.000	B50	2025/12/04	2025/12/24	0840		998435130	WM-513 (PZZA0051300)	2025/12/04	4.000	24.000	4.000	0.000																						3,813.000000	
0000000138	0000000004		製造指図出庫	40161064	W-0335649-10	335649-0010	8025741-0085		A00A0553103	TSIB-100K			2.000	B50	2026/04/06	2026/04/24	0840		998435130	WM-513 (PZZA0051300)	2026/04/06	4.000	24.000	4.000	0.000																						3,813.000000	
0000000139	0000000005		製造指図出庫	40161065	W-0335650-10	335650-0010	8025744-0085		A00A0553103	TSIB-100K			2.000	B50	2026/05/08	2026/05/27	0840		998435130	WM-513 (PZZA0051300)	2026/05/08	4.000	24.000	4.000	0.000																						3,813.000000	
0000000140	0000000006		製造指図出庫	40161066	W-0335651-10	335651-0010	8025745-0085		A00A0553103	TSIB-100K			2.000	B50	2026/07/21	2026/08/24	0840		998435130	WM-513 (PZZA0051300)	2026/07/21	4.000	24.000	4.000	0.000																						3,813.000000	
